Id	Desc	Name	SceneResource	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	Length	Width	Obstacle	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	SeamlessOffSetX	SeamlessOffsetZ
175	妖兽突袭-鸿蒙古地-相位-入口NPC_ID：739	Hồng Mông Cổ Địa 	37	14	2	1	0	128	128	./Scene/Yw_Hongmenggudi.path	None	320	320	64	206	29	0	-1	40	56	-1	18	80	100	1	1	1	69.71	93.28	69.71	93.28	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
176	妖兽突袭-鸿蒙古地-相位-入口NPC_ID：740	Hồng Mông Cổ Địa 	37	14	2	1	0	128	128	./Scene/Yw_Hongmenggudi.path	None	320	320	64	206	29	0	-1	40	56	-1	18	80	100	1	1	1	113.88	99.38	113.88	99.38	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
177	妖兽突袭-修罗-相位-入口NPC_ID：735	Tu La 	38	14	2	1	0	128	128	./Scene/Yw_Xiuluo.path	xiuluo	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	8.64	9.08	8.64	9.08	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
178	妖兽突袭-修罗-相位-入口NPC_ID：736	Tu La 	38	14	2	1	0	128	128	./Scene/Yw_Xiuluo.path	xiuluo	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	95.04	25.8	95.04	25.8	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
179	妖兽突袭-修罗-相位-入口NPC_ID：737	Tu La 	38	14	2	1	0	128	128	./Scene/Yw_Xiuluo.path	xiuluo	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	14.16	64.98	14.16	64.98	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
180	妖兽突袭-修罗-相位-入口NPC_ID：738	Tu La 	38	14	2	1	0	128	128	./Scene/Yw_Xiuluo.path	xiuluo	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	76.83	77.31	76.83	77.31	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
181	妖兽突袭-修罗-相位-入口NPC_ID：739	Tu La 	38	14	2	1	0	128	128	./Scene/Yw_Xiuluo.path	xiuluo	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	110.7	77.66	110.7	77.66	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
182	妖兽突袭-修罗-相位-入口NPC_ID：740	Tu La 	38	14	2	1	0	128	128	./Scene/Yw_Xiuluo.path	xiuluo	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	57.37	110.82	57.37	110.82	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
184	副本	Thần Vũ Thiên Cực Tháp 	39	6	2	1	1	32	32	./Scene/Fb_Shenwutianjita.path	shenwutianjita	96	96	32	41	55	0	-1	40	56	-1	10	80	100	1	1	0	11	7.46	11	7.46	-1	-1	0	0	1	-1	1	16	4	0	-1	0	0
185	焚香谷相位	Phần Hương Cốc 	29	4	2	1	0	128	128	./Scene/Yw_Fenxianggu.path	fenxianggu	384	384	128	41	57	0	-1	40	56	-1	16	80	100	1	1	1	11.2	13.19	11.2	13.19	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
186	周一仙隐藏-相位-特殊考验	Tiểu Thiên Âm Tự 	14	4	2	1	0	128	128	./Scene/Yw_Tianyinsi.path	tianyinsi	384	384	128	41	56	0	-1	40	56	-1	16	80	100	1	1	1	-1	-1	58.35	123.23	-1	-1	0	0	1	4122	1	16	4	0	-1	0	0
187	焚香谷隐藏-相位-突出重围	Huyền Hỏa Đàn Nhất Tằng 	24	4	2	1	0	128	128	./Scene/Yw_Fenxianggu.path	xuanhuotan1	144	144	48	41	58	0	-1	40	56	-1	16	80	100	1	1	1	-1	-1	-1	-1	-1	-1	0	0	1	4122	1	16	4	0	-1	0	0
188	万毒门-隐藏-击败毒物	Độc Xà Cốc 	27	4	2	1	0	128	128	./Scene/Yw_Dushegu.path	dushegu	384	384	128	41	59	0	-1	40	56	-1	16	80	100	1	1	1	10.1	18.6	10.1	18.6	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
189	万毒门-隐藏-真假无炎	Độc Xà Cốc 	27	4	2	1	0	128	128	./Scene/Yw_Dushegu.path	dushegu	384	384	128	41	60	0	-1	40	56	-1	16	80	100	1	1	1	110	104	110	104	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
190	万毒门-隐藏-惊险决战	Tử Vong Chiểu Trạch 	22	4	2	1	0	128	128	./Scene/Yw_Xifangzhaoze.path	xifangzhaoze	384	384	128	41	61	0	-1	40	56	-1	16	80	100	1	1	1	89	54	89	54	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
191	炼血堂隐藏-相位-巡山弟子	Không Tang Sơn 	17	12	2	1	0	128	128	./Scene/Yw_Kongsangshan.path	kongsangshan	384	384	128	41	62	0	-1	40	56	-1	16	80	100	1	1	1	77.6	78.4	77.6	78.4	-1	-1	0	0	1	4122	1	16	4	0	-1	0	0
192	炼血堂隐藏-相位-禁制守卫	Không Tang Sơn 	17	12	2	1	0	128	128	./Scene/Yw_Kongsangshan.path	kongsangshan	384	384	128	41	63	0	-1	40	56	-1	16	80	100	1	1	1	69	19	69	19	-1	-1	0	0	1	4122	1	16	4	0	-1	0	0
193	焚香谷-猝然出手	Phần Hương Cốc 	29	12	2	1	0	128	128	./Scene/Yw_Fenxianggu.path	fenxianggu	384	384	128	206	65	0	-1	40	56	-1	18	80	100	1	1	1	34.78	27.08	34.78	27.08	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
194	焚香谷-大战燕虹	Phần Hương Cốc 	29	12	2	1	0	128	128	./Scene/Yw_Fenxianggu.path	fenxianggu	384	384	128	206	66	0	-1	40	56	-1	18	80	100	1	1	1	34.78	27.08	34.78	27.08	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
195	焚香谷-大战异兽	Phần Hương Cốc 	29	12	2	1	0	128	128	./Scene/Yw_Fenxianggu.path	fenxianggu	384	384	128	206	67	0	-1	40	56	-1	18	80	100	1	1	1	34.78	27.08	34.78	27.08	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
197	死亡沼泽-长生堂众	Tử Vong Chiểu Trạch 	22	12	2	1	0	128	128	./Scene/Yw_Xifangzhaoze.path	xifangzhaoze	384	384	128	143	68	0	-1	40	56	-1	16	80	100	1	1	1	12.29	12.43	12.29	12.43	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
198	死亡沼泽-一场混战	Tử Vong Chiểu Trạch 	22	12	2	1	0	128	128	./Scene/Yw_Xifangzhaoze.path	xifangzhaoze	384	384	128	143	69	0	-1	40	56	-1	16	80	100	1	1	1	12.29	12.43	12.29	12.43	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
200	七里峒-大战李洵	Thất Lý Động 	19	12	2	1	0	128	128	./Scene/Yw_Qilitong.path	qilidong	384	384	128	41	70	0	-1	40	56	-1	16	80	100	1	1	1	13.62	115.81	13.62	115.81	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
201	七里峒-帮大巫师	Thất Lý Động 	19	12	2	1	0	128	128	./Scene/Yw_Qilitong.path	qilidong	384	384	128	41	71	0	-1	40	56	-1	16	80	100	1	1	1	13.62	115.81	13.62	115.81	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
202	毒蛇谷-压制如山	Độc Xà Cốc 	27	12	2	1	0	128	128	./Scene/Yw_Dushegu.path	dushegu	384	384	128	210	72	0	-1	40	56	-1	16	80	100	1	1	1	13.8	112.4	13.8	112.4	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
203	毒蛇谷-挑拨无牙	Độc Xà Cốc 	27	12	2	1	0	128	128	./Scene/Yw_Dushegu.path	dushegu	384	384	128	210	73	0	-1	40	56	-1	16	80	100	1	1	1	13.8	112.4	13.8	112.4	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
204	十万大山-大战饕餮	Thập Vạn Đại Sơn 	35	12	2	1	0	128	128	./Scene/Yw_Shiwandashan.path	shiwandashan	384	384	128	360	74	0	-1	40	56	-1	16	80	100	1	1	1	101.67	24.62	101.67	24.62	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
205	十万大山-大战凶灵	Thập Vạn Đại Sơn 	35	12	2	1	0	128	128	./Scene/Yw_Shiwandashan.path	shiwandashan	384	384	128	360	75	0	-1	40	56	-1	16	80	100	1	1	1	101.67	24.62	101.67	24.62	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
206	蛮荒-武力征服	Man Hoang 	36	12	2	1	0	128	128	./Scene/Yw_Manhuang.path	manhuang	384	384	128	210	76	0	-1	40	56	-1	16	80	100	1	1	1	120.4	9.9	120.4	9.9	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
207	修罗隐藏相位	Tu La 	38	12	2	1	0	128	128	./Scene/Yw_Xiuluo.path	xiuluo	384	384	128	532	78	0	-1	40	56	-1	10	80	100	1	1	1	69	27	64.2	20.8	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
208	修罗-主线-震位定穴	Tu La 	38	12	2	1	0	128	128	./Scene/Yw_Xiuluo.path	xiuluo	384	384	128	532	79	0	-1	40	56	-1	10	80	100	1	1	1	76.9	77.6	64.2	20.8	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
209	妖兽突袭-蟠龙峰-相位-入口NPC_ID：735	Bàn Long Phong 	40	14	2	1	0	128	128	./Scene/Yw_Panlongfeng.path	panlongfeng	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	26.63	16.85	26.63	16.85	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
210	妖兽突袭-蟠龙峰-相位-入口NPC_ID：736	Bàn Long Phong 	40	14	2	1	0	128	128	./Scene/Yw_Panlongfeng.path	panlongfeng	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	91.47	22.82	91.47	22.82	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
211	妖兽突袭-蟠龙峰-相位-入口NPC_ID：737	Bàn Long Phong 	40	14	2	1	0	128	128	./Scene/Yw_Panlongfeng.path	panlongfeng	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	106.22	59.2	106.22	59.2	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
212	妖兽突袭-蟠龙峰-相位-入口NPC_ID：738	Bàn Long Phong 	40	14	2	1	0	128	128	./Scene/Yw_Panlongfeng.path	panlongfeng	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	106.07	103.26	106.07	103.26	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
213	妖兽突袭-蟠龙峰-相位-入口NPC_ID：739	Bàn Long Phong 	40	14	2	1	0	128	128	./Scene/Yw_Panlongfeng.path	panlongfeng	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	40.55	94.13	40.55	94.13	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
214	妖兽突袭-蟠龙峰-相位-入口NPC_ID：740	Bàn Long Phong 	40	14	2	1	0	128	128	./Scene/Yw_Panlongfeng.path	panlongfeng	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	20.36	80.96	20.36	80.96	-1	-1	1	1	1	-1	1	16	4	1	-1	0	0
215	飞升-主线-破魔渡劫	Phá ma độ kiếp	20	12	2	1	0	128	128	./Scene/Yw_Kunlunshan.path	kunlunshan	384	384	128	206	80	0	-1	40	56	-1	18	80	100	1	1	1	88	88	88	88	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
216	飞升-支线-相助	Hồng Mông Cổ Địa 	37	4	2	1	0	128	128	./Scene/Yw_Hongmenggudi.path	None	320	320	64	206	81	0	-1	40	56	-1	18	80	100	1	1	1	112	43	112	43	-1	-1	1	1	1	4122	1	16	4	0	-1	0	0
217	河阳城-隐藏任务-炼器失败	Hà Dương Thành 	7	4	2	1	0	128	128	./Scene/Zc_Heyangcheng.path	heyangcheng	384	384	128	99	83	0	-1	40	56	-1	16	80	100	1	1	1	82	94	82	94	-1	-1	0	0	1	4122	1	16	4	0	-1	0	0
218	副本	Đánh bại năm thú	21	6	2	1	0	37	74	./Scene/Fb_Menghuiheyang.path	menghuiheyang	222	222	74	30	85	0	-1	5	10	-1	10	80	100	1	1	1	13	16	13	16	-1	-1	0	0	1	-1	0	16	4	0	-1	0	0
219	【废弃】主线-背水一战	Trường sinh giới	41	12	2	0	1	512	512	./Scene/Bw_Shangguyijie.path	heyangcheng	128	128	512	485	87	0	-1	40	56	-1	18	80	100	1	1	1	199.9	35.6	199.9	35.6	-1	-1	0	0	1	4122	1	16	4	0	-1	0	0
700	跨服-主城	Thượng cổ diễn võ trường	109	17	0	0	1	128	128	./Scene/Yw_Zhanshendian.path	shangguyijie	384	384	128	653	0	0	-1	40	56	-1	8	80	100	1	1	1	42.8	29.5	42.8	29.5	-1	-1	1	1	120	-1	1	16	4	0	-1	0	0
701	跨服组队副本休息室	Phó bản phòng nghỉ ngơi	6	3	1	0	1	40	40	./Scene/Fb_xiuzhenxianmolu.path	huanyuedongfu	144	144	40	640	0	0	-1	20	28	-1	12	80	100	1	1	0	16	23	16	23	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
702	跨服比武休息室	Luận võ phòng nghỉ ngơi	6	3	1	0	1	40	40	./Scene/Fb_xiuzhenxianmolu.path	huanyuedongfu	144	144	40	640	0	0	-1	20	28	-1	12	80	100	1	1	0	16	23	16	23	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
703	跨服比武场地	Vương giả tranh bá	107	8	2	0	1	64	64	./Scene/Fb_Wangzhezhengba.path	wangzhezhengba	192	192	64	1	82	1	-1	40	56	-1	10	80	100	0	0	0	32.39	30	32.39	30	-1	-1	0	0	1	-1	1	1000	4	0	-1	0	0
704	跨服-王者争霸-擂鼓助战场景	Nổi trống trợ chiến	6	0	1	1	1	40	40	./Scene/Fb_xiuzhenxianmolu.path	huanyuedongfu	144	144	40	57	0	0	-1	40	56	-1	10	80	100	1	1	1	16	23	16	23	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
705	大世界监狱	Giam Ngục  - vượt phục	16	18	1	0	1	33	33	./Scene/Fb_dixuedong.path	dixuedong	96	96	33	120	0	0	-1	40	56	-1	8	80	100	1	1	0	16.38	24.88	16.38	24.88	-1	-1	0	0	1	-1	1	16	4	0	-1	0	0
1000	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1001	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1002	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1003	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1004	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1005	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1006	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1007	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1008	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1009	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1010	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1011	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1012	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1013	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1014	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1015	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1016	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1017	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1018	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1019	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1020	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1021	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1022	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1023	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1024	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1025	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1026	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1027	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1028	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1029	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1030	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1031	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1032	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1033	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1034	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1035	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1036	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1037	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1038	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1039	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1040	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1041	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1042	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1043	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1044	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
