Id	Desc	TabIndex	ItemId	Stack	Price	Discount	OnSale	SellStart	SellEnd	IsRecommend	IsPrecious	IsSell	IsPresent	FriendPointReq	VipLevelVisible	VipLevelBuy	SaveIndex	ShowSort	RecommendSort
466	花灯-永久	3	20098	1	3600	3600	0	-1	-1	0	0	1	1	600	-1	-1	-1	7	-1
467	幻·张小凡[5小时]	13	20761	1	18	18	0	-1	-1	0	0	1	1	600	-1	-1	-1	500	-1
468	幻·张小凡[7天]	13	20762	1	336	336	0	-1	-1	0	0	1	1	600	-1	-1	-1	501	-1
469	幻·张小凡[30天]	13	20763	1	816	816	0	-1	-1	0	0	1	1	600	-1	-1	-1	502	-1
470	幻·三尾[5小时]	13	20764	1	18	18	0	-1	-1	0	0	1	1	600	-1	-1	-1	503	-1
471	幻·三尾[7天]	13	20765	1	336	336	0	-1	-1	0	0	1	1	600	-1	-1	-1	504	-1
472	幻·三尾[30天]	13	20766	1	816	816	0	-1	-1	0	0	1	1	600	-1	-1	-1	505	-1
473	幻·小环[5小时]	13	20767	1	18	18	0	-1	-1	0	0	1	1	600	-1	-1	-1	506	-1
474	幻·小环[7天]	13	20768	1	336	336	0	-1	-1	0	0	1	1	600	-1	-1	-1	507	-1
475	幻·小环[30天]	13	20769	1	816	816	0	-1	-1	0	0	1	1	600	-1	-1	-1	508	-1
476	幻·林惊羽[5小时]	13	20770	1	18	18	0	-1	-1	0	0	1	1	600	-1	-1	-1	509	-1
477	幻·林惊羽[7天]	13	20771	1	336	336	0	-1	-1	0	0	1	1	600	-1	-1	-1	510	-1
478	幻·林惊羽[30天]	13	20772	1	816	816	0	-1	-1	0	0	1	1	600	-1	-1	-1	511	-1
479	染缸	5	22427	1	10	10	0	-1	-1	0	0	0	1	600	-1	-1	-1	2000	-1
480	清水	5	22428	1	3	3	0	-1	-1	0	0	0	1	600	-1	-1	-1	2001	-1
481	普通颜料	5	22429	1	20	20	0	-1	-1	0	0	0	1	600	-1	-1	-1	2002	-1
482	高级颜料	5	22430	1	30	30	0	-1	-1	0	0	0	1	600	-1	-1	-1	2003	-1
483	法宝精进道具-日月精华	8	4014	1	10	10	0	-1	-1	1	0	1	0	0	-1	-1	-1	400	4
484	五灵丹玉	1	15350	1	500	500	0	-1	-1	0	1	1	0	0	-1	-1	-1	506	-1
485	染缸宝箱	5	23375	1	98	98	0	-1	-1	0	0	1	0	0	-1	-1	-1	707	-1
486	新春炼器礼包	5	23376	1	98	98	0	*20170124040000	*20170205235900	1	1	1	0	0	-1	-1	-1	1	2
487	新春雕琢礼包	5	23377	1	188	188	0	*20170124040000	*20170205235900	1	1	1	0	0	-1	-1	-1	2	2
488	法宝血炼材料1绑定	8	23378	1	26	26	0	-1	-1	0	0	1	0	0	-1	-1	-1	406	-1
489	法宝血炼材料2绑定	8	23379	1	26	26	0	-1	-1	0	0	1	0	0	-1	-1	-1	407	-1
490	法宝血炼材料3绑定	8	23380	1	26	26	0	-1	-1	0	0	1	0	0	-1	-1	-1	408	-1
491	法宝血炼材料4绑定	8	23381	1	26	26	0	-1	-1	0	0	1	0	0	-1	-1	-1	409	-1
492	法宝血炼材料5绑定	8	23382	1	26	26	0	-1	-1	0	0	1	0	0	-1	-1	-1	410	-1
493	法宝血炼材料6绑定	8	23383	1	26	26	0	-1	-1	0	0	1	0	0	-1	-1	-1	411	-1
494	金铃夫人福袋	5	23384	1	298	298	0	*20170112000000	*20170117235900	1	0	1	0	0	-1	-1	-1	1	2
495	溯尘丹	5	22434	1	10	10	0	-1	-1	0	0	1	1	0	-1	-1	-1	800	-1
496	帮派强攻令	5	22433	1	3000	3000	0	-1	-1	0	1	0	0	0	-1	-1	-1	1019	-1
497	情缘壹·发[永久]	10	20748	1	588	588	0	*20170213000000	*20170219235959	0	0	1	1	600	-1	-1	-1	1970	-1
498	情缘壹·发[30天]	10	20747	1	268	268	0	*20170213000000	*20170219235959	0	0	1	1	600	-1	-1	-1	1969	-1
499	情缘壹·发[7天]	10	20746	1	88	88	0	*20170213000000	*20170219235959	0	0	1	1	600	-1	-1	-1	1968	-1
500	情缘贰·发[永久]	10	20754	1	718	718	0	*20170213000000	*20170219235959	0	0	1	1	600	-1	-1	-1	1973	-1
501	情缘贰·发[30天]	10	20753	1	328	328	0	*20170213000000	*20170219235959	0	0	1	1	600	-1	-1	-1	1972	-1
502	情缘贰·发[7天]	10	20752	1	128	128	0	*20170213000000	*20170219235959	0	0	1	1	600	-1	-1	-1	1971	-1
503	春绛花·发[7天]	10	20737	1	320	320	0	*20170124040000	*20170206235959	0	0	1	1	600	-1	-1	-1	1974	-1
504	春绛花·发[30天]	10	20738	1	480	480	0	*20170124040000	*20170206235959	0	0	1	1	600	-1	-1	-1	1975	-1
505	春绛花·发[永久]	10	20739	1	760	760	0	*20170124040000	*20170206235959	0	0	1	1	600	-1	-1	-1	1976	-1
506	雪绒舞·衣[7天]	9	20740	1	560	560	0	*20170124040000	*20170206235959	0	0	1	1	600	-1	-1	-1	1386	-1
507	雪绒舞·衣[30天]	9	20741	1	1360	1360	0	*20170124040000	*20170206235959	1	0	1	1	600	-1	-1	-1	1387	3
508	雪绒舞·衣[永久]	9	20742	1	2680	1580	0	*20170124040000	*20170206235959	0	0	1	1	600	-1	-1	-1	1388	-1
509	雪绒舞·发[7天]	10	20743	1	320	320	0	*20170124040000	*20170206235959	0	0	1	1	600	-1	-1	-1	1971	-1
510	雪绒舞·发[30天]	10	20744	1	480	480	0	*20170124040000	*20170206235959	0	0	1	1	600	-1	-1	-1	1972	-1
511	雪绒舞·发[永久]	10	20745	1	760	760	0	*20170124040000	*20170206235959	0	0	1	1	600	-1	-1	-1	1973	-1
512	中国结·武[7天]	9	20782	1	248	248	0	-1	-1	0	0	1	1	600	-1	-1	-1	1383	-1
513	中国结·武[30天]	9	20783	1	648	648	0	-1	-1	0	0	1	1	600	-1	-1	-1	1384	-1
514	中国结·武[永久]	9	20784	1	1288	1288	0	-1	-1	0	0	1	1	600	-1	-1	-1	1385	-1
515	花灯-7天	3	20096	1	480	480	0	-1	-1	0	0	1	1	600	-1	-1	-1	5	-1
516	花灯-30天	3	20097	1	1100	1100	0	-1	-1	0	0	1	1	600	-1	-1	-1	6	-1
524	巫妖福袋	5	23415	1	98	98	0	*20170223073000	*20170301235959	1	0	1	0	0	-1	-1	-1	697	2
518	绿楹装·衣[7天]	9	20788	1	560	370	1	-1	*20170304235959	0	0	1	1	600	-1	-1	-1	1380	-1
519	绿楹装·衣[30天]	9	20789	1	1360	898	1	-1	*20170304235959	0	0	1	1	600	-1	-1	-1	1381	-1
520	绿楹装·衣[永久]	9	20790	1	2680	1769	1	-1	*20170304235959	1	0	1	1	600	-1	-1	-1	1382	3
521	绿楹装·衣[7天]	9	20788	1	560	560	0	*20170305000000	-1	0	0	1	1	600	-1	-1	-1	1380	-1
522	绿楹装·衣[30天]	9	20789	1	1360	1360	0	*20170305000000	-1	0	0	1	1	600	-1	-1	-1	1381	-1
523	绿楹装·衣[永久]	9	20790	1	2680	2680	0	*20170305000000	-1	0	0	1	1	600	-1	-1	-1	1382	-1
