Id	Description	DstSceneID	X	Z	TargetName	TargetJob	Color
	帮派属地-管家	1090	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1090	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1091	帮派属地-飞天仙子	1091	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1091	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1091	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1092	帮派属地-飞天仙子	1092	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1092	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1092	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1093	帮派属地-飞天仙子	1093	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1093	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1093	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1094	帮派属地-飞天仙子	1094	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1094	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1094	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1095	帮派属地-飞天仙子	1095	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1095	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1095	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1096	帮派属地-飞天仙子	1096	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1096	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1096	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1097	帮派属地-飞天仙子	1097	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1097	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1097	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1098	帮派属地-飞天仙子	1098	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1098	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1098	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1099	帮派属地-飞天仙子	1099	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1099	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1099	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1100	帮派属地-飞天仙子	1100	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1100	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1100	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1101	帮派属地-飞天仙子	1101	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1101	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1101	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1102	帮派属地-飞天仙子	1102	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1102	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1102	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1103	帮派属地-飞天仙子	1103	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1103	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1103	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1104	帮派属地-飞天仙子	1104	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1104	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1104	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1105	帮派属地-飞天仙子	1105	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1105	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1105	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1106	帮派属地-飞天仙子	1106	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1106	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1106	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1107	帮派属地-飞天仙子	1107	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1107	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1107	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1108	帮派属地-飞天仙子	1108	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1108	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1108	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1109	帮派属地-飞天仙子	1109	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1109	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1109	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1110	帮派属地-飞天仙子	1110	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1110	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1110	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1111	帮派属地-飞天仙子	1111	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1111	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1111	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1112	帮派属地-飞天仙子	1112	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1112	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1112	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1113	帮派属地-飞天仙子	1113	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1113	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1113	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1114	帮派属地-飞天仙子	1114	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1114	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1114	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1115	帮派属地-飞天仙子	1115	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1115	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1115	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1116	帮派属地-飞天仙子	1116	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1116	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1116	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1117	帮派属地-飞天仙子	1117	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1117	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1117	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1118	帮派属地-飞天仙子	1118	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1118	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1118	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1119	帮派属地-飞天仙子	1119	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1119	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1119	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1120	帮派属地-飞天仙子	1120	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1120	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1120	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1121	帮派属地-飞天仙子	1121	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1121	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1121	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1122	帮派属地-飞天仙子	1122	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1122	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1122	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1123	帮派属地-飞天仙子	1123	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1123	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1123	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1124	帮派属地-飞天仙子	1124	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1124	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1124	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1125	帮派属地-飞天仙子	1125	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1125	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1125	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1126	帮派属地-飞天仙子	1126	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1126	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1126	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1127	帮派属地-飞天仙子	1127	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1127	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1127	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1128	帮派属地-飞天仙子	1128	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1128	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1128	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1129	帮派属地-飞天仙子	1129	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1129	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1129	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1130	帮派属地-飞天仙子	1130	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1130	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1130	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1131	帮派属地-飞天仙子	1131	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1131	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1131	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1132	帮派属地-飞天仙子	1132	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1132	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1132	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1133	帮派属地-飞天仙子	1133	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1133	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1133	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1134	帮派属地-飞天仙子	1134	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1134	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1134	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1135	帮派属地-飞天仙子	1135	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1135	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1135	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1136	帮派属地-飞天仙子	1136	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1136	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1136	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1137	帮派属地-飞天仙子	1137	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1137	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1137	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1138	帮派属地-飞天仙子	1138	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1138	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1138	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1139	帮派属地-飞天仙子	1139	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1139	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1139	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1140	帮派属地-飞天仙子	1140	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1140	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1140	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1141	帮派属地-飞天仙子	1141	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1141	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1141	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1142	帮派属地-飞天仙子	1142	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1142	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1142	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1143	帮派属地-飞天仙子	1143	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1143	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1143	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1144	帮派属地-飞天仙子	1144	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1144	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1144	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1145	帮派属地-飞天仙子	1145	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1145	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1145	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1146	帮派属地-飞天仙子	1146	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1146	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1146	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1147	帮派属地-飞天仙子	1147	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1147	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1147	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1148	帮派属地-飞天仙子	1148	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1148	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1148	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1149	帮派属地-飞天仙子	1149	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1149	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1149	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1150	帮派属地-飞天仙子	1150	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1150	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1150	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1151	帮派属地-飞天仙子	1151	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1151	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1151	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1152	帮派属地-飞天仙子	1152	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1152	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1152	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1153	帮派属地-飞天仙子	1153	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1153	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1153	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1154	帮派属地-飞天仙子	1154	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1154	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1154	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1155	帮派属地-飞天仙子	1155	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1155	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1155	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1156	帮派属地-飞天仙子	1156	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1156	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1156	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1157	帮派属地-飞天仙子	1157	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1157	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1157	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1158	帮派属地-飞天仙子	1158	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1158	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1158	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1159	帮派属地-飞天仙子	1159	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1159	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1159	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1160	帮派属地-飞天仙子	1160	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1160	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1160	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1161	帮派属地-飞天仙子	1161	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1161	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1161	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1162	帮派属地-飞天仙子	1162	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1162	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1162	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1163	帮派属地-飞天仙子	1163	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1163	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1163	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1164	帮派属地-飞天仙子	1164	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1164	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1164	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1165	帮派属地-飞天仙子	1165	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1165	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1165	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1166	帮派属地-飞天仙子	1166	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1166	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1166	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1167	帮派属地-飞天仙子	1167	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1167	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1167	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1168	帮派属地-飞天仙子	1168	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1168	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1168	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1169	帮派属地-飞天仙子	1169	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1169	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1169	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1170	帮派属地-飞天仙子	1170	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1170	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1170	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1171	帮派属地-飞天仙子	1171	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1171	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1171	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1172	帮派属地-飞天仙子	1172	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1172	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1172	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1173	帮派属地-飞天仙子	1173	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1173	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1173	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1174	帮派属地-飞天仙子	1174	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1174	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1174	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1175	帮派属地-飞天仙子	1175	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1175	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1175	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1176	帮派属地-飞天仙子	1176	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1176	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1176	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1177	帮派属地-飞天仙子	1177	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1177	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1177	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1178	帮派属地-飞天仙子	1178	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1178	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1178	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1179	帮派属地-飞天仙子	1179	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1179	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1179	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1180	帮派属地-飞天仙子	1180	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1180	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1180	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1181	帮派属地-飞天仙子	1181	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1181	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1181	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1182	帮派属地-飞天仙子	1182	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1182	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1182	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1183	帮派属地-飞天仙子	1183	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1183	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1183	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1184	帮派属地-飞天仙子	1184	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1184	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1184	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1185	帮派属地-飞天仙子	1185	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1185	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1185	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1186	帮派属地-飞天仙子	1186	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1186	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1186	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1187	帮派属地-飞天仙子	1187	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1187	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1187	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1188	帮派属地-飞天仙子	1188	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1188	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1188	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1189	帮派属地-飞天仙子	1189	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1189	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1189	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1190	帮派属地-飞天仙子	1190	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1190	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1190	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1191	帮派属地-飞天仙子	1191	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1191	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1191	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1192	帮派属地-飞天仙子	1192	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1192	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1192	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1193	帮派属地-飞天仙子	1193	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1193	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1193	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1194	帮派属地-飞天仙子	1194	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1194	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1194	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1195	帮派属地-飞天仙子	1195	44.53	28.7	飞天仙子<传送>	0	FFFF69
