Id	Desc	LimitID	BonusID	MisType	LogicType	LogicID	ScriptID	NextMisID0	NextMisID1	NextMisID2	NextMisID3	NextMisID4	ChapterID	IsClientMis	IsCanAskHelp
1798	帮会环任务-杀怪-为民除害	1798	1798	5	2	144	-1	-1	-1	-1	-1	-1	-1	0	0
1799	帮会环任务-杀怪-为民除害	1799	1799	5	2	145	-1	-1	-1	-1	-1	-1	-1	0	0
1800	帮会环任务-杀怪-为民除害	1800	1800	5	2	146	-1	-1	-1	-1	-1	-1	-1	0	0
1801	帮会环任务-杀怪-为民除害	1801	1801	5	2	147	-1	-1	-1	-1	-1	-1	-1	0	0
1802	帮会环任务-杀怪-为民除害	1802	1802	5	2	148	-1	-1	-1	-1	-1	-1	-1	0	0
1803	帮会环任务-杀怪-为民除害	1803	1803	5	2	149	-1	-1	-1	-1	-1	-1	-1	0	0
1804	帮会环任务-杀怪-为民除害	1804	1804	5	2	150	-1	-1	-1	-1	-1	-1	-1	0	0
1805	帮会环任务-杀怪-为民除害	1805	1805	5	2	151	-1	-1	-1	-1	-1	-1	-1	0	0
1806	帮会环任务-杀怪-为民除害	1806	1806	5	2	152	-1	-1	-1	-1	-1	-1	-1	0	0
1807	帮会环任务-杀怪-为民除害	1807	1807	5	2	153	-1	-1	-1	-1	-1	-1	-1	0	0
1808	帮会环任务-杀怪-为民除害	1808	1808	5	2	154	-1	-1	-1	-1	-1	-1	-1	0	0
1809	帮会环任务-杀怪-为民除害	1809	1809	5	2	155	-1	-1	-1	-1	-1	-1	-1	0	0
1810	帮会环任务-杀怪-为民除害	1810	1810	5	2	156	-1	-1	-1	-1	-1	-1	-1	0	0
1811	帮会环任务-杀怪-为民除害	1811	1811	5	2	157	-1	-1	-1	-1	-1	-1	-1	0	0
1812	帮会环任务-杀怪-为民除害	1812	1812	5	2	158	-1	-1	-1	-1	-1	-1	-1	0	0
1813	帮会环任务-杀怪-为民除害	1813	1813	5	2	159	-1	-1	-1	-1	-1	-1	-1	0	0
1814	帮会环任务-杀怪-为民除害	1814	1814	5	2	160	-1	-1	-1	-1	-1	-1	-1	0	0
1815	帮会环任务-杀怪-为民除害	1815	1815	5	2	161	-1	-1	-1	-1	-1	-1	-1	0	0
1816	帮会环任务-杀怪-为民除害	1816	1816	5	2	162	-1	-1	-1	-1	-1	-1	-1	0	0
1817	帮会环任务-杀怪-为民除害	1817	1817	5	2	163	-1	-1	-1	-1	-1	-1	-1	0	0
1818	帮会环任务-杀怪-为民除害	1818	1818	5	2	164	-1	-1	-1	-1	-1	-1	-1	0	0
1819	帮会环任务-杀怪-为民除害	1819	1819	5	2	165	-1	-1	-1	-1	-1	-1	-1	0	0
1820	帮会环任务-杀怪-为民除害	1820	1820	5	2	166	-1	-1	-1	-1	-1	-1	-1	0	0
1821	帮会环任务-杀怪-为民除害	1821	1821	5	2	167	-1	-1	-1	-1	-1	-1	-1	0	0
1822	帮会环任务-杀怪-为民除害	1822	1822	5	2	168	-1	-1	-1	-1	-1	-1	-1	0	0
1823	帮会环任务-杀怪-为民除害	1823	1823	5	2	169	-1	-1	-1	-1	-1	-1	-1	0	0
1824	帮会环任务-杀怪-为民除害	1824	1824	5	2	170	-1	-1	-1	-1	-1	-1	-1	0	0
1825	帮会环任务-杀怪-为民除害	1825	1825	5	2	171	-1	-1	-1	-1	-1	-1	-1	0	0
1826	帮会环任务-杀怪-为民除害	1826	1826	5	2	172	-1	-1	-1	-1	-1	-1	-1	0	0
1827	帮会环任务-杀怪-为民除害	1827	1827	5	2	173	-1	-1	-1	-1	-1	-1	-1	0	0
1828	帮会环任务-杀怪-为民除害	1828	1828	5	2	174	-1	-1	-1	-1	-1	-1	-1	0	0
1829	帮会环任务-杀怪-为民除害	1829	1829	5	2	175	-1	-1	-1	-1	-1	-1	-1	0	0
1830	帮会环任务-杀怪-为民除害	1830	1830	5	2	176	-1	-1	-1	-1	-1	-1	-1	0	0
1831	帮会环任务-杀怪-为民除害	1831	1831	5	2	177	-1	-1	-1	-1	-1	-1	-1	0	0
1832	帮会环任务-杀怪-为民除害	1832	1832	5	2	178	-1	-1	-1	-1	-1	-1	-1	0	0
1833	帮会环任务-杀怪-为民除害	1833	1833	5	2	179	-1	-1	-1	-1	-1	-1	-1	0	0
1834	帮会环任务-杀怪-为民除害	1834	1834	5	2	180	-1	-1	-1	-1	-1	-1	-1	0	0
1835	帮会环任务-杀怪-为民除害	1835	1835	5	2	181	-1	-1	-1	-1	-1	-1	-1	0	0
1836	帮会环任务-杀怪-为民除害	1836	1836	5	2	182	-1	-1	-1	-1	-1	-1	-1	0	0
1837	帮会环任务-杀怪-为民除害	1837	1837	5	2	183	-1	-1	-1	-1	-1	-1	-1	0	0
1838	帮会环任务-杀怪-为民除害	1838	1838	5	2	184	-1	-1	-1	-1	-1	-1	-1	0	0
1839	帮会环任务-杀精英怪-妖孽作祟	1839	1839	5	2	185	-1	-1	-1	-1	-1	-1	-1	0	1
1840	帮会环任务-杀精英怪-妖孽作祟	1840	1840	5	2	186	-1	-1	-1	-1	-1	-1	-1	0	1
1841	帮会环任务-杀精英怪-妖孽作祟	1841	1841	5	2	187	-1	-1	-1	-1	-1	-1	-1	0	1
1842	帮会环任务-杀精英怪-妖孽作祟	1842	1842	5	2	188	-1	-1	-1	-1	-1	-1	-1	0	1
1843	帮会环任务-杀精英怪-妖孽作祟	1843	1843	5	2	189	-1	-1	-1	-1	-1	-1	-1	0	1
1844	帮会环任务-杀精英怪-妖孽作祟	1844	1844	5	2	190	-1	-1	-1	-1	-1	-1	-1	0	1
1845	帮会环任务-杀精英怪-妖孽作祟	1845	1845	5	2	191	-1	-1	-1	-1	-1	-1	-1	0	1
1846	帮会环任务-杀精英怪-妖孽作祟	1846	1846	5	2	192	-1	-1	-1	-1	-1	-1	-1	0	1
1847	帮会环任务-杀精英怪-妖孽作祟	1847	1847	5	2	193	-1	-1	-1	-1	-1	-1	-1	0	1
1848	帮会环任务-杀精英怪-妖孽作祟	1848	1848	5	2	194	-1	-1	-1	-1	-1	-1	-1	0	1
1849	帮会环任务-杀精英怪-妖孽作祟	1849	1849	5	2	195	-1	-1	-1	-1	-1	-1	-1	0	1
1850	帮会环任务-杀精英怪-妖孽作祟	1850	1850	5	2	196	-1	-1	-1	-1	-1	-1	-1	0	1
1851	帮会环任务-杀精英怪-妖孽作祟	1851	1851	5	2	197	-1	-1	-1	-1	-1	-1	-1	0	1
1852	帮会环任务-杀精英怪-妖孽作祟	1852	1852	5	2	198	-1	-1	-1	-1	-1	-1	-1	0	1
1853	帮会环任务-杀精英怪-妖孽作祟	1853	1853	5	2	199	-1	-1	-1	-1	-1	-1	-1	0	1
1854	帮会环任务-杀精英怪-妖孽作祟	1854	1854	5	2	200	-1	-1	-1	-1	-1	-1	-1	0	1
1855	帮会环任务-杀精英怪-妖孽作祟	1855	1855	5	2	201	-1	-1	-1	-1	-1	-1	-1	0	1
1856	帮会环任务-杀精英怪-妖孽作祟	1856	1856	5	2	202	-1	-1	-1	-1	-1	-1	-1	0	1
1857	帮会环任务-杀精英怪-妖孽作祟	1857	1857	5	2	203	-1	-1	-1	-1	-1	-1	-1	0	1
1858	帮会环任务-杀精英怪-妖孽作祟	1858	1858	5	2	204	-1	-1	-1	-1	-1	-1	-1	0	1
1859	帮会环任务-杀精英怪-妖孽作祟	1859	1859	5	2	205	-1	-1	-1	-1	-1	-1	-1	0	1
1860	帮会环任务-杀精英怪-妖孽作祟	1860	1860	5	2	206	-1	-1	-1	-1	-1	-1	-1	0	1
1861	帮会环任务-杀精英怪-妖孽作祟	1861	1861	5	2	207	-1	-1	-1	-1	-1	-1	-1	0	1
1862	帮会环任务-杀精英怪-妖孽作祟	1862	1862	5	2	208	-1	-1	-1	-1	-1	-1	-1	0	1
1863	帮会环任务-杀精英怪-妖孽作祟	1863	1863	5	2	209	-1	-1	-1	-1	-1	-1	-1	0	1
1864	帮会环任务-杀精英怪-妖孽作祟	1864	1864	5	2	210	-1	-1	-1	-1	-1	-1	-1	0	1
1865	帮会环任务-杀副本怪-清剿余孽	1865	1865	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1866	帮会环任务-杀副本怪-清剿余孽	1866	1866	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1867	帮会环任务-杀副本怪-清剿余孽	1867	1867	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1868	帮会环任务-杀副本怪-清剿余孽	1868	1868	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1869	帮会环任务-杀副本怪-清剿余孽	1869	1869	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1870	帮会环任务-杀副本怪-清剿余孽	1870	1870	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1871	帮会环任务-杀副本怪-清剿余孽	1871	1871	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1872	帮会环任务-杀副本怪-清剿余孽	1872	1872	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1873	帮会环任务-杀副本怪-清剿余孽	1873	1873	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1874	帮会环任务-杀副本怪-清剿余孽	1874	1874	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1875	帮会环任务-杀副本怪-清剿余孽	1875	1875	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1876	帮会环任务-杀副本怪-清剿余孽	1876	1876	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1877	帮会环任务-杀副本怪-清剿余孽	1877	1877	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1878	帮会环任务-杀副本怪-清剿余孽	1878	1878	5	10	0	-1	-1	-1	-1	-1	-1	-1	0	1
1879	帮会环任务-杀副本怪-清剿余孽	1879	1879	5	10	1	-1	-1	-1	-1	-1	-1	-1	0	1
1880	帮会环任务-杀副本怪-清剿余孽	1880	1880	5	10	1	-1	-1	-1	-1	-1	-1	-1	0	1
1881	帮会环任务-杀副本怪-清剿余孽	1881	1881	5	10	1	-1	-1	-1	-1	-1	-1	-1	0	1
1882	帮会环任务-杀副本怪-清剿余孽	1882	1882	5	10	1	-1	-1	-1	-1	-1	-1	-1	0	1
1883	帮会环任务-杀副本怪-清剿余孽	1883	1883	5	10	1	-1	-1	-1	-1	-1	-1	-1	0	1
1884	帮会环任务-杀副本怪-清剿余孽	1884	1884	5	10	1	-1	-1	-1	-1	-1	-1	-1	0	1
1885	帮会环任务-杀副本怪-清剿余孽	1885	1885	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1886	帮会环任务-杀副本怪-清剿余孽	1886	1886	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1887	帮会环任务-杀副本怪-清剿余孽	1887	1887	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1888	帮会环任务-杀副本怪-清剿余孽	1888	1888	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1889	帮会环任务-杀副本怪-清剿余孽	1889	1889	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1890	帮会环任务-杀副本怪-清剿余孽	1890	1890	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1891	帮会环任务-杀副本怪-清剿余孽	1891	1891	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1892	帮会环任务-杀副本怪-清剿余孽	1892	1892	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1893	帮会环任务-杀副本怪-清剿余孽	1893	1893	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1894	帮会环任务-杀副本怪-清剿余孽	1894	1894	5	10	2	-1	-1	-1	-1	-1	-1	-1	0	1
1895	帮会环任务-上交物品-上交物品	1895	1895	5	4	22	-1	-1	-1	-1	-1	-1	-1	0	1
1896	帮会环任务-上交物品-上交物品	1896	1896	5	4	23	-1	-1	-1	-1	-1	-1	-1	0	1
1897	帮会环任务-上交物品-上交物品	1897	1897	5	4	24	-1	-1	-1	-1	-1	-1	-1	0	1
1898	帮会环任务-上交物品-上交物品	1898	1898	5	4	25	-1	-1	-1	-1	-1	-1	-1	0	1
1899	帮会环任务-上交物品-上交物品	1899	1899	5	4	26	-1	-1	-1	-1	-1	-1	-1	0	1
1900	帮会环任务-上交物品-上交物品	1900	1900	5	4	27	-1	-1	-1	-1	-1	-1	-1	0	1
1901	帮会环任务-上交物品-上交物品	1901	1901	5	4	28	-1	-1	-1	-1	-1	-1	-1	0	1
1902	帮会环任务-上交物品-上交物品	1902	1902	5	4	29	-1	-1	-1	-1	-1	-1	-1	0	1
1903	帮会环任务-上交物品-上交物品	1903	1903	5	4	30	-1	-1	-1	-1	-1	-1	-1	0	1
1904	帮会环任务-上交物品-上交物品	1904	1904	5	4	31	-1	-1	-1	-1	-1	-1	-1	0	1
1905	帮会环任务-上交物品-上交物品	1905	1905	5	4	32	-1	-1	-1	-1	-1	-1	-1	0	1
1906	帮会环任务-上交物品-上交物品	1906	1906	5	4	33	-1	-1	-1	-1	-1	-1	-1	0	1
1907	帮会环任务-上交物品-上交物品	1907	1907	5	4	34	-1	-1	-1	-1	-1	-1	-1	0	1
1908	帮会环任务-上交物品-上交物品	1908	1908	5	4	35	-1	-1	-1	-1	-1	-1	-1	0	1
1909	帮会环任务-上交物品-上交物品	1909	1909	5	4	36	-1	-1	-1	-1	-1	-1	-1	0	1
1910	帮会环任务-上交物品-上交物品	1910	1910	5	4	37	-1	-1	-1	-1	-1	-1	-1	0	1
1911	帮会环任务-上交物品-上交物品	1911	1911	5	4	38	-1	-1	-1	-1	-1	-1	-1	0	1
1912	帮会环任务-上交物品-上交物品	1912	1912	5	4	39	-1	-1	-1	-1	-1	-1	-1	0	1
1913	帮会环任务-上交物品-上交物品	1913	1913	5	4	40	-1	-1	-1	-1	-1	-1	-1	0	1
1914	帮会环任务-上交物品-上交物品	1914	1914	5	4	41	-1	-1	-1	-1	-1	-1	-1	0	1
1915	帮会环任务-上交物品-上交物品	1915	1915	5	4	42	-1	-1	-1	-1	-1	-1	-1	0	1
1916	帮会环任务-上交物品-上交物品	1916	1916	5	4	43	-1	-1	-1	-1	-1	-1	-1	0	1
1917	帮会环任务-上交物品-上交物品	1917	1917	5	4	44	-1	-1	-1	-1	-1	-1	-1	0	1
1918	帮会环任务-上交物品-上交物品	1918	1918	5	4	45	-1	-1	-1	-1	-1	-1	-1	0	1
1919	帮会环任务-上交物品-上交物品	1919	1919	5	4	46	-1	-1	-1	-1	-1	-1	-1	0	1
1920	帮会环任务-上交物品-上交物品	1920	1920	5	4	47	-1	-1	-1	-1	-1	-1	-1	0	1
1921	帮会环任务-上交物品-上交物品	1921	1921	5	4	48	-1	-1	-1	-1	-1	-1	-1	0	1
1922	帮会环任务-上交物品-上交物品	1922	1922	5	4	49	-1	-1	-1	-1	-1	-1	-1	0	1
1923	帮会环任务-上交物品-上交物品	1923	1923	5	4	50	-1	-1	-1	-1	-1	-1	-1	0	1
1924	帮会环任务-上交物品-上交物品	1924	1924	5	4	51	-1	-1	-1	-1	-1	-1	-1	0	1
1925	帮会环任务-上交物品-上交物品	1925	1925	5	4	52	-1	-1	-1	-1	-1	-1	-1	0	1
1926	帮会环任务-上交物品-上交物品	1926	1926	5	4	53	-1	-1	-1	-1	-1	-1	-1	0	1
1927	帮会环任务-上交物品-上交物品	1927	1927	5	4	54	-1	-1	-1	-1	-1	-1	-1	0	1
1928	帮会环任务-上交物品-上交物品	1928	1928	5	4	55	-1	-1	-1	-1	-1	-1	-1	0	1
1929	帮会环任务-上交物品-上交物品	1929	1929	5	4	56	-1	-1	-1	-1	-1	-1	-1	0	1
1930	帮会环任务-上交物品-上交物品	1930	1930	5	4	57	-1	-1	-1	-1	-1	-1	-1	0	1
1931	帮会环任务-上交物品-上交物品	1931	1931	5	4	58	-1	-1	-1	-1	-1	-1	-1	0	1
1932	帮会环任务-上交物品-上交物品	1932	1932	5	4	59	-1	-1	-1	-1	-1	-1	-1	0	1
1933	帮会环任务-上交物品-上交物品	1933	1933	5	4	60	-1	-1	-1	-1	-1	-1	-1	0	1
1934	帮会环任务-上交物品-上交物品	1934	1934	5	4	61	-1	-1	-1	-1	-1	-1	-1	0	1
1935	帮会环任务-上交物品-上交物品	1935	1935	5	4	62	-1	-1	-1	-1	-1	-1	-1	0	1
1936	帮会环任务-上交物品-上交物品	1936	1936	5	4	63	-1	-1	-1	-1	-1	-1	-1	0	1
1937	帮会环任务-上交物品-上交物品	1937	1937	5	4	64	-1	-1	-1	-1	-1	-1	-1	0	1
1938	帮会环任务-上交物品-上交物品	1938	1938	5	4	65	-1	-1	-1	-1	-1	-1	-1	0	1
1939	帮会环任务-上交物品-上交物品	1939	1939	5	4	66	-1	-1	-1	-1	-1	-1	-1	0	1
1940	帮会环任务-上交物品-上交物品	1940	1940	5	4	67	-1	-1	-1	-1	-1	-1	-1	0	1
1941	帮会环任务-上交物品-上交物品	1941	1941	5	4	68	-1	-1	-1	-1	-1	-1	-1	0	1
1942	帮会环任务-上交物品-上交物品	1942	1942	5	4	69	-1	-1	-1	-1	-1	-1	-1	0	1
1943	帮会环任务-上交物品-上交物品	1943	1943	5	4	70	-1	-1	-1	-1	-1	-1	-1	0	1
1944	帮会环任务-上交物品-上交物品	1944	1944	5	4	71	-1	-1	-1	-1	-1	-1	-1	0	1
1945	帮会环任务-上交物品-上交物品	1945	1945	5	4	72	-1	-1	-1	-1	-1	-1	-1	0	1
1946	帮会环任务-上交物品-上交物品	1946	1946	5	4	73	-1	-1	-1	-1	-1	-1	-1	0	1
1947	帮会环任务-上交物品-上交物品	1947	1947	5	4	74	-1	-1	-1	-1	-1	-1	-1	0	1
1948	帮会环任务-上交物品-上交物品	1948	1948	5	4	75	-1	-1	-1	-1	-1	-1	-1	0	1
1949	帮会环任务-上交物品-上交物品	1949	1949	5	4	76	-1	-1	-1	-1	-1	-1	-1	0	1
1950	帮会环任务-上交物品-上交物品	1950	1950	5	4	77	-1	-1	-1	-1	-1	-1	-1	0	1
1951	帮会环任务-上交物品-上交物品	1951	1951	5	4	78	-1	-1	-1	-1	-1	-1	-1	0	1
1952	帮会环任务-上交物品-上交物品	1952	1952	5	4	79	-1	-1	-1	-1	-1	-1	-1	0	1
1953	帮会环任务-上交物品-上交物品	1953	1953	5	4	80	-1	-1	-1	-1	-1	-1	-1	0	1
1954	帮会环任务-上交物品-上交物品	1954	1954	5	4	81	-1	-1	-1	-1	-1	-1	-1	0	1
1955	帮会环任务-上交物品-上交物品	1955	1955	5	4	82	-1	-1	-1	-1	-1	-1	-1	0	1
1956	帮会环任务-上交物品-上交物品	1956	1956	5	4	83	-1	-1	-1	-1	-1	-1	-1	0	1
1957	帮会环任务-上交物品-上交物品	1957	1957	5	4	84	-1	-1	-1	-1	-1	-1	-1	0	1
1958	帮会环任务-上交物品-上交物品	1958	1958	5	4	85	-1	-1	-1	-1	-1	-1	-1	0	1
1959	帮会环任务-上交物品-上交物品	1959	1959	5	4	86	-1	-1	-1	-1	-1	-1	-1	0	1
1960	帮会环任务-上交物品-上交物品	1960	1960	5	4	87	-1	-1	-1	-1	-1	-1	-1	0	1
1961	帮会环任务-上交物品-上交物品	1961	1961	5	4	88	-1	-1	-1	-1	-1	-1	-1	0	1
1962	帮会环任务-上交物品-上交物品	1962	1962	5	4	89	-1	-1	-1	-1	-1	-1	-1	0	1
1963	帮会环任务-上交物品-上交物品	1963	1963	5	4	90	-1	-1	-1	-1	-1	-1	-1	0	1
1964	帮会环任务-上交物品-上交物品	1964	1964	5	4	91	-1	-1	-1	-1	-1	-1	-1	0	1
1965	帮会环任务-上交物品-上交物品	1965	1965	5	4	92	-1	-1	-1	-1	-1	-1	-1	0	1
1966	帮会环任务-上交物品-上交物品	1966	1966	5	4	93	-1	-1	-1	-1	-1	-1	-1	0	1
1967	帮会环任务-上交物品-上交物品	1967	1967	5	4	94	-1	-1	-1	-1	-1	-1	-1	0	1
1968	帮会环任务-上交物品-上交物品	1968	1968	5	4	95	-1	-1	-1	-1	-1	-1	-1	0	1
1969	帮会环任务-上交物品-上交物品	1969	1969	5	4	96	-1	-1	-1	-1	-1	-1	-1	0	1
1970	帮会环任务-上交物品-上交物品	1970	1970	5	4	97	-1	-1	-1	-1	-1	-1	-1	0	1
1971	帮会环任务-上交物品-上交物品	1971	1971	5	4	98	-1	-1	-1	-1	-1	-1	-1	0	1
1972	帮会环任务-上交物品-上交物品	1972	1972	5	4	99	-1	-1	-1	-1	-1	-1	-1	0	1
1973	帮会环任务-上交物品-上交物品	1973	1973	5	4	100	-1	-1	-1	-1	-1	-1	-1	0	1
1974	帮会环任务-上交物品-上交物品	1974	1974	5	4	101	-1	-1	-1	-1	-1	-1	-1	0	1
1975	帮会环任务-上交物品-上交物品	1975	1975	5	4	102	-1	-1	-1	-1	-1	-1	-1	0	1
1976	帮会环任务-上交物品-上交物品	1976	1976	5	4	103	-1	-1	-1	-1	-1	-1	-1	0	1
1977	帮会环任务-上交物品-上交物品	1977	1977	5	4	104	-1	-1	-1	-1	-1	-1	-1	0	1
1978	帮会环任务-上交物品-上交物品	1978	1978	5	4	105	-1	-1	-1	-1	-1	-1	-1	0	1
1979	帮会环任务-上交物品-上交物品	1979	1979	5	4	106	-1	-1	-1	-1	-1	-1	-1	0	1
1980	帮会环任务-上交物品-上交物品	1980	1980	5	4	107	-1	-1	-1	-1	-1	-1	-1	0	1
1981	帮会环任务-上交物品-上交物品	1981	1981	5	4	108	-1	-1	-1	-1	-1	-1	-1	0	1
1982	帮会环任务-上交物品-上交物品	1982	1982	5	4	109	-1	-1	-1	-1	-1	-1	-1	0	1
1983	帮会环任务-上交物品-上交物品	1983	1983	5	4	110	-1	-1	-1	-1	-1	-1	-1	0	1
1984	帮会环任务-上交物品-上交物品	1984	1984	5	4	111	-1	-1	-1	-1	-1	-1	-1	0	1
1985	帮会环任务-上交物品-上交物品	1985	1985	5	4	112	-1	-1	-1	-1	-1	-1	-1	0	1
1986	帮会环任务-上交物品-上交物品	1986	1986	5	4	113	-1	-1	-1	-1	-1	-1	-1	0	1
1987	帮会环任务-上交物品-上交物品	1987	1987	5	4	114	-1	-1	-1	-1	-1	-1	-1	0	1
1988	帮会环任务-上交物品-上交物品	1988	1988	5	4	115	-1	-1	-1	-1	-1	-1	-1	0	1
1989	帮会环任务-上交物品-上交物品	1989	1989	5	4	116	-1	-1	-1	-1	-1	-1	-1	0	1
1990	帮会环任务-上交物品-上交物品	1990	1990	5	4	117	-1	-1	-1	-1	-1	-1	-1	0	1
1991	帮会环任务-上交物品-上交物品	1991	1991	5	4	118	-1	-1	-1	-1	-1	-1	-1	0	1
1992	帮会环任务-上交物品-上交物品	1992	1992	5	4	119	-1	-1	-1	-1	-1	-1	-1	0	1
1993	帮会环任务-上交物品-上交物品	1993	1993	5	4	120	-1	-1	-1	-1	-1	-1	-1	0	1
1994	帮会环任务-上交物品-上交物品	1994	1994	5	4	121	-1	-1	-1	-1	-1	-1	-1	0	1
1995	帮会环任务-上交物品-上交物品	1995	1995	5	4	122	-1	-1	-1	-1	-1	-1	-1	0	1
1996	帮会环任务-上交物品-上交物品	1996	1996	5	4	123	-1	-1	-1	-1	-1	-1	-1	0	1
1997	帮会环任务-上交物品-上交物品	1997	1997	5	4	124	-1	-1	-1	-1	-1	-1	-1	0	1
1998	帮会环任务-上交物品-上交物品	1998	1998	5	4	125	-1	-1	-1	-1	-1	-1	-1	0	1
1999	帮会环任务-上交物品-上交物品	1999	1999	5	4	126	-1	-1	-1	-1	-1	-1	-1	0	1
2000	帮会环任务-上交物品-上交物品	2000	2000	5	4	127	-1	-1	-1	-1	-1	-1	-1	0	1
2001	帮会环任务-上交物品-上交物品	2001	2001	5	4	128	-1	-1	-1	-1	-1	-1	-1	0	1
2002	帮会环任务-上交物品-上交物品	2002	2002	5	4	129	-1	-1	-1	-1	-1	-1	-1	0	1
2003	帮会环任务-上交物品-上交物品	2003	2003	5	4	130	-1	-1	-1	-1	-1	-1	-1	0	1
2004	帮会环任务-上交物品-上交物品	2004	2004	5	4	131	-1	-1	-1	-1	-1	-1	-1	0	1
2005	帮会环任务-上交物品-上交物品	2005	2005	5	4	132	-1	-1	-1	-1	-1	-1	-1	0	1
2006	帮会环任务-上交物品-上交物品	2006	2006	5	4	133	-1	-1	-1	-1	-1	-1	-1	0	1
2007	帮会环任务-上交物品-上交物品	2007	2007	5	4	134	-1	-1	-1	-1	-1	-1	-1	0	1
2008	帮会环任务-上交物品-上交物品	2008	2008	5	4	135	-1	-1	-1	-1	-1	-1	-1	0	1
2009	帮会环任务-上交物品-上交物品	2009	2009	5	4	136	-1	-1	-1	-1	-1	-1	-1	0	1
2010	帮会环任务-上交物品-上交物品	2010	2010	5	4	137	-1	-1	-1	-1	-1	-1	-1	0	1
2011	帮会环任务-上交物品-上交物品	2011	2011	5	4	138	-1	-1	-1	-1	-1	-1	-1	0	1
2012	帮会环任务-上交物品-上交物品	2012	2012	5	4	139	-1	-1	-1	-1	-1	-1	-1	0	1
2013	小池镇-主线-39级任务	2013	2013	1	8	11	-1	2014	-1	-1	-1	-1	43	0	0
2014	小池镇-主线-明日再战	2014	2014	1	-1	-1	1038	2178	-1	-1	-1	-1	43	0	0
2015	小池镇-主线-天工制作	2015	2015	1	-1	-1	1046	2016	-1	-1	-1	-1	39	0	0
2016	小池镇-主线-宝石镶嵌	2016	2016	1	-1	-1	1047	567	-1	-1	-1	-1	39	0	0
2017	小池镇-支线-法宝灌魔	2017	2017	2	-1	-1	1049	-1	-1	-1	-1	-1	31	0	0
2018	小池镇-支线-妖兽突袭	2018	2018	2	-1	-1	-1	-1	-1	-1	-1	-1	31	0	0
2019	流波山-支线-法宝血练	2019	2019	2	-1	-1	1048	-1	-1	-1	-1	-1	31	0	0
2020	流波山-支线-宠物升星	2020	2020	2	-1	-1	1045	-1	-1	-1	-1	-1	31	0	0
2021	流波山-支线-修真仙魔录	2021	2021	2	-1	-1	-1	-1	-1	-1	-1	-1	31	0	0
2022	小池镇-支线-环任务34级指引	2022	2022	2	-1	-1	-1	-1	-1	-1	-1	-1	31	0	0
2023	活动-支线-天帝宝库	2023	2023	2	-1	-1	1031	-1	-1	-1	-1	-1	31	0	0
2024	河阳城-隐藏-翻跟头（1）	2024	2024	3	3	632	1036	2025	-1	-1	-1	-1	-1	0	0
2025	河阳城-隐藏-翻跟头（2）	2025	2025	3	1	258	-1	-1	-1	-1	-1	-1	-1	0	0
2026	支线-纸伞一事	2026	2026	2	3	615	1036	2027	-1	-1	-1	-1	56	0	0
2027	支线-好心野狗	2027	2027	2	1	259	-1	2028	-1	-1	-1	-1	56	0	0
2028	支线-姐妹情深	2028	2028	2	3	616	1036	2029	-1	-1	-1	-1	56	0	0
2029	支线-恩怨纠葛	2029	2029	2	3	617	1036	2030	-1	-1	-1	-1	56	0	0
2030	支线-清除路障	2030	2030	2	2	211	-1	2031	-1	-1	-1	-1	56	0	0
2031	支线-结伴而行	2031	2031	2	5	166	-1	2032	-1	-1	-1	-1	56	0	0
2032	支线-无奈包袱	2032	2032	2	3	618	1036	2033	-1	-1	-1	-1	56	0	0
2033	支线-新鲜事情	2033	2033	2	1	260	-1	2034	-1	-1	-1	-1	56	0	0
2034	支线-古旧石碑	2034	2034	2	9	107	-1	2035	-1	-1	-1	-1	56	0	0
2035	支线-落水毒王	2035	2035	2	3	619	1036	2036	-1	-1	-1	-1	56	0	0
2036	支线-控妖之笛	2036	2036	2	6	56	-1	2037	-1	-1	-1	-1	56	0	0
2037	支线-气煞我也	2037	2037	2	-1	-1	-1	2038	-1	-1	-1	-1	56	0	0
2038	支线-装模作样	2038	2038	2	3	620	1036	2039	-1	-1	-1	-1	56	0	0
