Id	Description	Name	Title	NpcType	Level	AttackDisType	SkillstrategyIndex	CombatAttrIndex	AttackIntervalTime	ForceId	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	ReviveRate	ReviveTimeBegin_01	ReviveTimeEnd_01	ReviveTimeBegin_02	ReviveTimeEnd_02	DialogID	DialogRadius	DropItemNormalId	FirstDropItemNormalId	DropItemCopyId	IsAttackFly	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	Exp	ExpFactor	EnhanceID1	EnhanceID2	EnhanceID3	EnhanceID4	EnhanceID5	EnhanceID6	SilverCoinMin	SilverCoinMax	SilverCoinFactor	GoldCoinRate	GoldCoinDrop	GoldCoinFactor	NpcPaoPaoId	IsCanBeClientSel	IsNoALevelReduc	IsNoPernoctation	IsDisableFaceto	IsCanCatch	CatchFellowId	HuntCollectId	IsCleanLeaveCombat	BornAnimId	BornAnimTime	ScriptID	FinalAttackDrop	ImpactId_01	ImpactId_02	IsDiscareServerLevel	IsLogDropInfo
1453	毒蛇谷-NPC-程无牙[相位怪]	程无牙		2	106	0	1	3406	2000	3	100	12	0	0	3000	2000	0	-1	-1	-1	-1	312	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1454	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1455	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1456	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1457	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1458	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1459	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1460	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1461	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1462	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1463	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1464	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1465	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1466	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1467	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1468	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1469	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1470	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1471	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1472	天行者-星星	星辰之核		0	99	0	-1	-1	2000	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1473	鸿蒙古地-野怪-混沌力王【野怪】	混沌力王		0	130	0	1	3130	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11260	-1	-1	1	3	0	1	0	723	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1474	鸿蒙古地-野怪-鸿蒙大圣【野怪】	鸿蒙大圣		0	132	0	1	3132	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11260	-1	-1	1	3	0	1	0	744	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1475	鸿蒙古地-野怪-焰金兽【野怪】	焰金兽		0	134	0	1	3134	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11260	-1	-1	1	3	0	1	0	765	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1476	鸿蒙古地-野怪-化蛇【野怪】	化蛇		0	136	0	1	3136	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11260	-1	-1	1	3	0	1	0	786	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1477	鸿蒙古地-野外精英-怒修罗	怒修罗	<归属于最后一击队>	2	140	1	32	3740	1200	3	20	5	0	0	4000	3600000	1	1115	1415	1915	2215	-1	2	12280	-1	-1	1	1	1	1	0	422	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	1	-1	0	-1	13280	-1	873002	0	1
1478	鸿蒙古地-野外精英-俏罗刹	俏罗刹	<归属于最后一击队>	2	140	1	30	3740	1200	3	20	5	0	0	4000	3600000	1	1115	1415	1915	2215	-1	2	12280	-1	-1	1	1	1	1	0	422	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	1	-1	0	-1	13280	-1	873002	0	1
1479	昆仑-野怪-飞狐【野怪】	飞狐		0	120	0	1	3120	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11240	-1	-1	1	3	0	1	0	625	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1480	昆仑-野怪-昆仑守卫【野怪】	昆仑守卫		0	122	0	1	3122	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11240	-1	-1	1	3	0	1	0	644	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1481	昆仑-野怪-凝雪幽魂【野怪】	凝雪幽魂		0	124	0	1	3124	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11240	-1	-1	1	3	0	1	0	663	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1482	昆仑-野怪-雪域悍将【野怪】	雪域悍将		0	126	0	1	3126	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11240	-1	-1	1	3	0	1	0	683	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1483	昆仑-野外精英-风雪魔魁	风雪魔魁	<归属于最后一击队>	2	130	1	13	3730	1200	3	20	5	0	0	4000	3600000	1	1115	1415	1915	2215	-1	2	12260	-1	-1	1	1	1	1	0	402	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	1	-1	0	-1	13260	-1	873002	0	1
1484	昆仑-野外精英-昆仑奴	昆仑奴	<归属于伤害最高队>	2	130	1	13	3730	1200	3	20	5	0	0	4000	3600000	1	1115	1415	1915	2215	-1	2	12260	-1	-1	1	2	1	1	0	402	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	1	-1	0	-1	13260	-1	873002	0	1
1485	修罗-野怪-铜甲尸【野怪】	铜甲尸		0	140	0	1	3140	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11280	-1	-1	1	3	0	1	0	829	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1486	修罗-野怪-修罗凶卒【野怪】	修罗凶卒		0	142	0	1	3142	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11280	-1	-1	1	3	0	1	0	851	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1487	修罗-野怪-罗刹【野怪】	罗刹		0	144	0	1	3144	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11280	-1	-1	1	3	0	1	0	874	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1488	修罗-野怪-修罗冥将【野怪】	修罗冥将		0	146	0	1	3146	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11280	-1	-1	1	3	0	1	0	896	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1489	修罗-野外精英-天权星君	天权星君	<归属于最后一击队>	2	150	1	37	3750	1200	3	20	5	0	0	4000	3600000	1	1115	1415	1915	2215	-1	2	12300	-1	-1	1	1	1	1	0	436	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	1	-1	0	-1	13300	-1	873002	0	1
1490	修罗-野外精英-开阳星君	开阳星君	<归属于伤害最高队>	2	150	1	37	3750	1200	3	20	5	0	0	4000	3600000	1	1115	1415	1915	2215	-1	2	12300	-1	-1	1	2	1	1	0	436	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	1	-1	0	-1	13300	-1	873002	0	1
1491	蟠龙峰-野怪-风狸【野怪】	风狸		0	150	0	1	3150	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11300	-1	-1	1	3	0	1	0	950	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1492	蟠龙峰-野怪-树灵【野怪】	树灵		0	150	0	1	3150	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11300	-1	-1	1	3	0	1	0	950	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1493	蟠龙峰-野怪-龙川女【野怪】	龙川女		0	150	0	1	3150	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11300	-1	-1	1	3	0	1	0	950	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1494	蟠龙峰-野怪-望天吼【野怪】	仙猿		0	150	0	1	3150	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	3	11300	-1	-1	1	3	0	1	0	950	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1495	蟠龙峰-野外精英-冰鬃	冰鬃	<归属于最后一击队>	2	150	1	10	3760	1200	3	20	5	0	0	4000	5400000	1	1115	1415	1915	2215	-1	2	12330	-1	-1	1	1	1	1	0	484	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	1	-1	0	-1	13330	-1	873002	0	1
1496	蟠龙峰-野外精英-怪莽	怪莽	<归属于最后一击队>	2	150	1	16	3760	1200	3	20	5	0	0	4000	5400000	1	1115	1415	1915	2215	-1	2	12330	-1	-1	1	1	1	1	0	484	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	1	-1	0	-1	13330	-1	873002	0	1
1497	河阳城-NPC-赛彦祖	赛潘安		0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	326	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	12	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1498	河阳城-NPC-白小凡	白小凡		0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	327	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	13	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1499	帮派-商城NPC-鲍权友	鲍权友	<帮派商人>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	325	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1500	帮派-活动NPC-篝火	篝火		1	1	0	-1	168	1200	2	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1501	空桑山_旗帜_空NPC			0	99	0	-1	-1	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1502	空桑山_受伤弟子表现NPC			0	99	0	-1	-1	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1503	河阳城-KFC异业合作-山德士	山德士		0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	328	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1504	河阳城-周一仙隐藏-百晓生	百晓生	<帮派师爷>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	329	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1505	周一仙隐藏-相位BOSS-观棋	观棋		2	120	0	72	3323	1200	3	100	12	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1506	焚香谷-NPC-云易岚	云易岚	<焚香谷谷主>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	330	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1507	焚香谷-NPC-鬼先生	鬼先生		0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	331	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1508	焚香谷-相位小怪-蒙面人喽啰	蒙面人喽啰	<刀刀见血>	0	70	0	1	3070	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	2	11140	-1	-1	1	3	0	1	1	200	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1509	焚香谷-相位BOSS-蒙面人首领	蒙面人首领	<招招致命>	2	78	0	88	3378	2000	3	100	12	1	5	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1510	烛龙之怒-玄阴烛龙	玄阴烛龙		2	90	1	124	131	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	819	820	821	822	823	824	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	873002	-1	0	1
1511	烛龙之怒-玄火烛龙	玄火烛龙		2	120	1	125	132	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	819	820	821	822	823	824	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	873002	-1	0	1
1512	烛龙之怒-玄冰烛龙	玄冰烛龙		2	150	1	126	133	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	819	820	821	822	823	824	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	873002	-1	0	1
1513	伏龙鼎隐藏-NPC-小白	小白		0	99	0	1	3090	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	332	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1514	伏龙鼎隐藏-NPC-鬼王弟子	曹昊然		0	99	0	1	3090	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	333	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1515	神武天极塔-小怪	恶犬		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1516	神武天极塔-小怪	恶犬		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1517	神武天极塔-小怪	青蛇		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1518	神武天极塔-小怪	蝙蝠		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1519	神武天极塔-小怪	蝙蝠		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1520	神武天极塔-小怪	盗贼		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1521	神武天极塔-小怪	毒尸		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1522	神武天极塔-小怪	毒尸		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1523	神武天极塔-小怪	赌徒		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1524	神武天极塔-小怪	古巫族战士		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1525	神武天极塔-小怪	古巫族战士		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1526	神武天极塔-小怪	阴灵		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1527	神武天极塔-小怪	狐妖		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1528	神武天极塔-小怪	恶家丁		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1529	神武天极塔-小怪	黎族战士		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1530	神武天极塔-小怪	黎族战士		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1531	神武天极塔-小怪	苗族战士		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
