Id	Desc	Name	Desc	Type	GrowthDefault	GrowthMin	GrowthLowSection	GrowthHighSection	GrowthMax	LowGrowthWeight	MidGrowthWeight	HighGrowthWeight	DouzhiZZDefault	DouzhiZZMin	DouzhiZZLowSection	DouzhiZZHighSection	DouzhiZZMax	LowDouzhiZZWeight	MidDouzhiZZWeight	HighDouzhiZZWeight	JiantiZZDefault	JiantiZZMin	JiantiZZLowSection	JiantiZZHighSection	JiantiZZMax	LowJiantiZZWeight	MidJiantiZZWeight	HighJiantiZZWeight	ZhongxinZZDefault	ZhongxinZZMin	ZhongxinZZLowSection	ZhongxinZZHighSection	ZhongxinZZMax	LowZhongxinZZWeight	MidZhongxinZZWeight	HighZhongxinZZWeight	LingdongZZDefault	LingdongZZMin	LingdongZZLowSection	LingdongZZHighSection	LingdongZZMax	LowLingdongZZWeight	MidLingdongZZWeight	HighLingdongZZWeight	PointRecommendDict	PlanAMainPoint	PlanAAssistPoint	PlanBMainPoint	PlanBAssistPoint
253	大世界90级-稀有-金曜	金曜	金曜	1	-1	3.37	6.47	7.13	9.09	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	514	873	962	1227	60	25	15	-1	514	873	962	1227	60	25	15	5386	4	1	3	2
254	大世界90级-稀有-火曜	火曜	火曜	2	-1	3.37	6.47	7.13	9.09	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	514	873	962	1227	60	25	15	-1	514	873	962	1227	60	25	15	-1	799	1359	1496	1909	60	25	15	5387	4	1	3	2
255	大世界90级-稀有-日曜	日曜	日曜	3	-1	3.37	6.47	7.13	9.09	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	514	873	962	1227	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	514	873	962	1227	60	25	15	5388	4	1	3	2
256	大世界90级-稀有-水曜	水曜	水曜	4	-1	3.37	6.47	7.13	9.09	60	25	15	-1	514	873	962	1227	60	25	15	-1	514	873	962	1227	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	1141	1941	2137	2727	60	25	15	5389	4	1	3	2
257	大世界90级-稀有-星曜	星曜	星曜	5	-1	3.37	6.47	7.13	9.09	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	514	873	962	1227	60	25	15	-1	514	873	962	1227	60	25	15	-1	1141	1941	2137	2727	60	25	15	5390	4	1	3	2
258	大世界90级-稀有-风耀	风耀	风耀	6	-1	3.37	6.47	7.13	9.09	60	25	15	-1	514	873	962	1227	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	514	873	962	1227	60	25	15	-1	1141	1941	2137	2727	60	25	15	5391	4	1	3	2
259	大世界90级-稀有-月曜	月曜	月曜	7	-1	3.37	6.47	7.13	9.09	60	25	15	-1	514	873	962	1227	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	514	873	962	1227	60	25	15	5392	4	1	3	2
260	大世界90级-稀有-灵耀	灵耀	灵耀	8	-1	3.37	6.47	7.13	9.09	60	25	15	-1	514	873	962	1227	60	25	15	-1	514	873	962	1227	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	799	1359	1496	1909	60	25	15	5393	4	1	3	2
261	大世界90级-稀有-天曜	天曜	天曜	9	-1	3.37	6.47	7.13	9.09	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	514	873	962	1227	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	514	873	962	1227	60	25	15	5394	4	1	3	2
262	大世界90级-稀有-地曜	地曜	地曜	10	-1	3.37	6.47	7.13	9.09	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	514	873	962	1227	60	25	15	-1	514	873	962	1227	60	25	15	5395	4	1	3	2
263	大世界90级-稀有-土曜	土曜	土曜	11	-1	3.37	6.47	7.13	9.09	60	25	15	-1	514	873	962	1227	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	799	1359	1496	1909	60	25	15	-1	514	873	962	1227	60	25	15	5396	4	1	3	2
264	大世界90级-稀有-木曜	木曜	木曜	12	-1	3.37	6.47	7.13	9.09	60	25	15	-1	514	873	962	1227	60	25	15	-1	1141	1941	2137	2727	60	25	15	-1	514	873	962	1227	60	25	15	-1	799	1359	1496	1909	60	25	15	5397	4	1	3	2
265	90级-稀有-日曜（免洗）	稀有雪宝	日曜	3	-1	9.09	9.09	9.09	9.09	60	25	15	-1	2727	2727	2727	2727	60	25	15	-1	1227	1227	1227	1227	60	25	15	-1	1909	1909	1909	1909	60	25	15	-1	1227	1227	1227	1227	60	25	15	5388	4	1	3	2
266	90级-稀有-风曜	稀有喵呜	风耀	6	7.272	2.54	6.47	7.13	9.09	60	25	15	982	342	873	962	1227	60	25	15	1527	533	1359	1496	1909	60	25	15	982	342	873	962	1227	60	25	15	2182	761	1941	2137	2727	60	25	15	5391	4	1	3	2
