EffectID	Name	EffectName	DelayTime	IsOnlyDeactive	EffectType	ParentName	FellowOwnerType	MaxOwnNum	IsCanHide	X	Y	Z	RotationX	RotationY	RotationZ	Duration	IsNeedScaleByModel	SoundID
387	宠物减损受击	boss_dushen_shiduzhou_002	0	0	0	CenterPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
388	获得积分特效	scene_jueseshengji_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.6	0	-1
389	1杀特效	ui_sharenjishu_001	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
390	2杀特效	ui_sharenjishu_002	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
391	3杀特效	ui_sharenjishu_003	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
392	4杀特效	ui_sharenjishu_004	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
393	5杀特效	ui_sharenjishu_005	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
394	6杀特效	ui_sharenjishu_006	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
395	7杀特效	ui_sharenjishu_007	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
396	8杀特效	ui_sharenjishu_008	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
397	9杀特效	ui_sharenjishu_009	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
398	10杀特效	ui_sharenjishu_010	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
399	称霸全场特效	ui_sharenjishu_010	0	0	0	EffectPoint	0	-1	1	0	2.5	0	0	0	0	1	0	-1
400	野外精英-狐岐山-狐王1	boss_xuanhuojian_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	4	0	-1
401	野外精英-狐岐山-狐王2	fb_xuanhuojian_002	3	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	4	0	380
402	野外精英-逍遥涧-桃夭夭	boss_tianshengyouwu_001	3.2	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0.8	0	-1
403	野外精英-天音寺-火头陀	boss_zibaoyuanling_001	2.5	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	1	0	-1
404	野外精英-空桑山-蝠王	boss_yewaiguai_juxing_001	3	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	3	0	-1
405	废弃	fb_shenmushai_attack_001	0.5	0	0	EffectPoint	3	-1	1	0	1	1.5	0	0	0	2	0	-1
406	废弃	fb_liuhejing_attack_001	0.5	0	0	EffectPoint	3	-1	1	0	1	0.5	0	0	0	2	0	-1
407	废弃	fb_hanbingjian_attack_001	0.4	0	0	EffectPoint	1	-1	1	0	0.1	1.5	0	0	0	2	0	-1
408	梦境河阳-魔化田灵儿-万千宠爱	fb_hupozhuling_001	3	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
409	梦境河阳-魔化道玄-天下正道	fb_zhuxianjian_002	2	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0	-1
410	梦境河阳-秦无炎-万毒云海1	boss_qinwuyan_wanduyunhai_001	0	0	0	EffectPoint	1	-1	1	0	1.129	0.677	0	0	0	0	1	-1
411	梦境河阳-秦无炎-万毒云海2	boss_qinwuyan_wanduyunhai_002	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0	1	-1
412	结婚请柬UI特效	ui_jiehunjieqingjan_001	0	0	0	EffectPoint	0	-1	0	0	-1.07	1.651	0	0	0	15	0	-1
413	梦境河阳-魔化道玄-天下正道2	fb_zhuxianjian_001	3.6	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
414	观棋2-相位怪	tianyin_jn_wuliangzhenyan_02	0.5	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
415	鬼先生受击-合欢任务相位怪	fb_shehun_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
416	魔刹罗-相位怪	boss_mingdushiwang_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
417	小七-小池镇相位怪	boss_bingdushiwang_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
418	周隐-大王村相位怪	boss_nianlaoda_weiwoduzun_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
419	通用采集引导特效-左手-loop	tongyong_yd_001	0	0	0	LHandPoint	1	-1	1	-0.1	0	0	0	0	0	0	0	-1
420	通用采集引导特效-右手-loop	tongyong_yd_001	0	0	0	RHandPoint	1	-1	1	-0.1	0	0	0	0	0	0	0	-1
421	通用采集引导特效-脚下-loop	tongyong_yd_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
422	交互传功动作特效-loop	jiaohuchuangong_001	0	0	0	EffectPoint	2	-1	1	0	0.578	0.455	0	0	0	0	0	-1
423	锻造成功UI特效	ui_duanzao_chenggong_01	0	0	0	EffectPoint	0	-1	0	0	0	2.09	0	0	0	2	0	-1
424	交互-亲吻特效	jiaohuqinwen_001	1	0	0	EffectPoint	0	-1	1	0	1.5	0.2	0	0	0	2.5	0	-1
425	战斗力特效-低级	tongyong_zhanlitexiao_di	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
426	战斗力特效-中级	tongyong_zhanlitexiao_zhong	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
427	战斗力特效-高级	tongyong_zhanlitexiao_gao	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
428	换装备特效	tongyong_zhuangbeigenghuan_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
429	聊天栏全屏桃心特效	ui_taoxin_001	0	0	0	EffectPoint	0	-1	0	0	0	1.95	0	0	0	5	0	-1
430	篝火-小	scene_gouhuo_di_001	0	0	0	EffectPoint	0	1	1	0	0	0	0	0	0	0	0	591
431	篝火-中	scene_gouhuo_zhong_001	0	0	0	EffectPoint	0	1	1	0	0	0	0	0	0	0	0	591
432	篝火-大	scene_gouhuo_gao_001	0	0	0	EffectPoint	0	1	1	0	0	0	0	0	0	0	0	591
433	肥龙-升龙霸	boss_feilong_shenglongba_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	3	0	-1
434	肥龙-升龙霸受击	boss_feilong_shenglongba_002	0	0	0	EffectPoint	0	-1	1	0	0	0	270	0	0	2	0	427
435	肥龙-卷残云	boss_xionglingheihu_xuanfengzhan_001	0	0	0	EffectPoint	0	-1	1	0	1	0	0	0	0	0	0	-1
436	战斗力特效-最低级	tongyong_zhanlitexiao_zuidi	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
437	李洵-七里峒相位怪	qingyun_qijiezhanlongjue_003	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
438	黄鸟-死亡沼泽	boss_huangniao_lieri_002	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	3	0	-1
439	青云展示特效	scene_xuanren_qingyun_001	0.6	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	3	0	-1
440	天音展示特效	scene_xuanren_tianyin_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	3	0	-1
441	鬼王展示特效	scene_xuanren_guiwang_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	3	0	-1
442	合欢展示特效	scene_xuanren_hehuan_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	3	0	-1
443	青云展示特效2	scene_xuanren_qingyun_002	0	0	0	EffectPoint	2	-1	1	0	1	0.7	0	0	0	3	0	-1
444	合欢展示特效2	scene_xuanren_hehuan_003	2	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	3	0	-1
445	镇魔古洞-凶灵-旋风斩	boss_xionglingheihu_xuanfengzhan_001	0	0	0	EffectPoint	1	-1	1	0	1.2	0	0	0	0	3	0	-1
446	镇魔古洞-凶灵-盾牌猛击	boss_xionglingheihu_dunpaimengji_001	0	0	0	EffectPoint	1	-1	1	0	1.3	0	0	0	0	3	0	-1
447	镇魔古洞-凶灵-重斩	boss_shixuepuzhi_shixue_002	0.5	0	0	EffectPoint	1	-1	1	0	0	1.3	0	0	0	3	0	-1
448	镇魔古洞-巫妖-黑炎	boss_heiyan_001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	0	0	594
449	镇魔古洞-巫妖-瘴气	boss_heisexuanshe_tishi001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	0	0	390
450	镇魔古洞-兽神-血咒	boss_xuedushiwang_001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	3	0	-1
451	镇魔古洞-兽神-焚炎	boss_shoushen_fenyan_001	0	0	0	EffectPoint	1	-1	1	0	1	1	0	0	0	0	0	-1
452	镇魔古洞-魔化兽神-黑煞	boss_jianglaosan_001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	3	0	630
453	镇魔古洞-魔化兽神-愤怒	boss_yuhuang_001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	3	0	-1
454	镇魔古洞-白骨蛇妖-扫击	boss_heisexuanshe_001	0.8	0	0	EffectPoint	1	-1	1	-4	2	0	0	0	0	3	0	-1
455	镇魔古洞-八荒玄火兽-撕碎	boss_shixuepuzhi_fengkuang_001	0.5	0	0	EffectPoint	1	-1	1	0	0	0.5	0	0	0	3	0	-1
456	镇魔古洞-八荒玄火兽-割裂	boss_shixuepuzhi_fengkuang_001	1.1	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	3	0	-1
457	镇魔古洞-饕餮-毒雾-释放	boss_jiumingxuanshe_001	0	0	0	EffectPoint	1	-1	1	-3.69	1.88	2.76	0	0	0	3	0	-1
458	镇魔古洞-黄鸟-烈日-引导	boss_huangniao_lieri_001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	0	0	-1
459	镇魔古洞-黄鸟-烈日-打断爆炸	boss_huangniao_lieri_002	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	1.5	0	562
460	镇魔古洞-黄鸟-黄泉召唤-释放	boss_shixuepuzhi_fengkuang_001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	1	0	-1
461	镇魔古洞-黄鸟-黄泉召唤-DEBUFF	boss_huangniao_huangquanzhaohuan_001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	0	0	564
462	镇魔古洞-黄鸟-黄泉召唤-DEBUFF爆炸	boss_zibaoyuanling_001	0	0	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	1.5	0	565
463	血毒尸王自身特效	n_dushi_xuedu_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	102.3	0	0	0	-1
464	冰毒尸王自身特效	n_dushi_bingdu_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	102.3	0	0	0	-1
465	蛊毒尸王自身特效	n_dushi_gudu_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	102.3	0	0	0	-1
466	冥毒尸王自身特效	n_dushi_mingdu_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	102.3	0	0	0	-1
467	幻月洞府-万剑一-斩鬼神1	boss_wanjianyi_loop_001	0	0	0	EffectPoint	1	-1	1	0.032	0.31	0.31	0	0	0	3	0	-1
468	幻月洞府-万剑一-斩鬼神2	boss_wanjianyi_end_001	0.3	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0	-1
469	玄火异兽-焚香谷	boss_xuanhuojian_001	3	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	6	0	-1
470	天音展示特效2	scene_xuanren_tianyin_002	1.3	0	0	EffectPoint	2	2	1	0	0	0	0	0	0	2.5	0	-1
471	炼血堂旗帜特效	n_bangzhan_qizi_001	0	0	0	EffectPoint	0	2	1	0	0	0	0	0	0	20	0	-1
472	镇魔古洞-饕餮-召唤-释放	tongyong_zhaohuan_yuanling_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0	-1
473	野外精英-矩形特效	boss_yewaiguai_juxing_001	2	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	3	0	-1
474	野外精英-扇形特效	boss_wanjianguizong_001	2	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
475	镇魔古洞-巫妖-瘴气-陷阱	boss_nianlaoda_weiwoduzun_001	2	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
476	聊天栏全屏烟花特效	ui_caidai_001	0	0	0	EffectPoint	0	-1	0	0	0	1.95	0	0	0	5	0	-1
478	镇魔古洞-凶灵-盾牌猛击2	boss_xionglingheihu_dunpaimengji_002	1.3	0	0	EffectPoint	1	-1	1	0	1.3	0	0	0	0	3	0	-1
479	镇魔古洞-八荒玄火兽-割裂2	boss_zibaoyuanling_001	1.1	0	0	EffectPoint	1	-1	1	0	0	2.5	0	0	0	3	0	-1
480	镇魔古洞-愤怒	boss_jianglaosan_001	0.45	0	0	EffectPoint	0	-1	1	0	1	0.5	0	0	0	2	0	331
481	神剑御雷_loop1-怪物	boss_shenjianyulei_loop001	0.2	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	-1
482	青云武器特效-炼器6级	weapon_jian_lianqi_02	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
483	鬼王武器特效-炼器6级	weapon_ren_lianqi_02	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
484	天音武器特效-炼器6级	weapon_zhang_lianqi_02	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
485	合欢武器特效-炼器6级左手	weapon_huan_lianqi_02	0	0	0	WeaponL	1	-1	1	0	0	0	0	0	0	0	0	-1
486	合欢武器特效-炼器6级右手	weapon_huan_lianqi_02	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	180	0	0	-1
487	青云武器特效-炼器11级	weapon_jian_lianqi_04	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
488	鬼王武器特效-炼器11级	weapon_ren_lianqi_04	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
489	天音武器特效-炼器11级	weapon_zhang_lianqi_04	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
490	合欢武器特效-炼器11级左手	weapon_huan_lianqi_04	0	0	0	WeaponL	1	-1	1	0	0	0	0	0	0	0	0	-1
491	合欢武器特效-炼器11级右手	weapon_huan_lianqi_04	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	180	0	0	-1
492	青云武器特效-炼器13级	weapon_jian_lianqi_05	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
493	鬼王武器特效-炼器13级	weapon_ren_lianqi_05	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
494	天音武器特效-炼器13级	weapon_zhang_lianqi_05	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
495	合欢武器特效-炼器13级左手	weapon_huan_lianqi_05	0	0	0	WeaponL	1	-1	1	0	0	0	0	0	0	0	0	-1
496	合欢武器特效-炼器13级右手	weapon_huan_lianqi_05	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	180	0	0	-1
497	技能切换UI特效	ui_qiehuanfangan_001	0	0	0	EffectPoint	0	-1	0	3.7	0	8.9	0	0	0	3.2	0	607
498	四灵幡-施法	fb_silingfan_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
499	多情环-施法	fb_duoqinghuan_001	0	0	0	EffectPoint	2	-1	1	0	0	1	0	0	0	2.5	0	-1
500	结婚组队buff	buffjiehunqizudui_01	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
501	神武天极塔-林惊羽-斩鬼神_loop	boss_wanjianyi_loop_001	0	0	0	EffectPoint	1	-1	1	0.032	1.5	0.31	0	0	0	0	0	-1
502	神武天极塔-林惊羽-斩鬼神_end	boss_wanjianyi_end_001	0.3	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0	-1
503	神武天极塔-林惊羽-斩龙飞剑	qingyun_qijiezhanlongjue_003	0	0	0	EffectPoint	0	-1	1	0	0.7	2	0	0	0	1.7	0	-1
504	神武天极塔-玉阳子-阴阳相生	fb_yinyangjing_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2.5	0	-1
505	神武天极塔-玉阳子-阴阳相生受击	fb_yinyangjing_attack_001	0	0	0	CenterPoint	1	-1	1	0	0	0	0	0	0	2	0	314
506	神武天极塔-玉阳子-长生无极	boss_nianlaoda_weiwoduzun_001	0.9	0	0	EffectPoint	1	-1	1	0	0	1.5	0	0	0	2	0	612
507	神武天极塔-田不易-腾龙击	boss_tianbuyi_tenglongji_001	0.1	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
508	神武天极塔-田不易-腾龙击受击	boss_tianbuyi_tenglongji_002	0	0	0	EffectPoint	0	-1	1	0	0.1	0	270	0	0	1	0	613
509	神武天极塔-田不易-炎龙斩	boss_yanlongzhan_01	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	4.3	0	-1
510	神武天极塔-田不易-炎龙斩受击	boss_yanlongzhan_02	2.3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.3	0	-1
511	神武天极塔-上官策-九凝玄冰刺	boss_bingdushiwang_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	609
512	神武天极塔-上官策-愤怒	boss_shixuepuzhi_fengkuang_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	3	0	-1
513	神武天极塔-上官策-戒备	boss_yuhuang_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	3	0	-1
514	神武天极塔-吸血老妖-噬血蝙蝠	boss_jianglaosan_001	0.7	0	0	EffectPoint	0	-1	1	0	1	0.5	0	0	0	2	0	331
515	神武天极塔-吸血老妖-血咒	boss_xuedushiwang_001	0.6	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
516	神武天极塔-百毒子-冥毒	boss_dushen_mingsheci_001	0.4	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	4	0	-1
517	神武天极塔-百毒子-冥毒陷阱	boss_shuyao_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	597
518	神武天极塔-百毒子-玄毒	fb_shixuezhu_002	0	0	0	EffectPoint	2	-1	1	0	0.1	0	0	0	0	0	0	381
519	神武天极塔-金瓶儿-媚心术	boss_tianshengyouwu_001	0.8	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0.8	0	-1
520	神武天极塔-金瓶儿-媚心术传播	boss_tianshengyouwu_001	0	0	0	EffectPoint	0	-1	0	0	0.1	0	0	0	0	0.8	0	-1
521	神武天极塔-金瓶儿-蛊惑	boss_hupozhuling_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.5	0	-1
522	神武天极塔-金瓶儿-蛊惑BUFF	buffjiehunqizudui_01	0	0	0	EffectPoint	2	1	0	0	0	0	0	0	0	0	0	-1
523	神武天极塔-幽姬-死亡之舞	boss_heiyan_001	0	0	0	EffectPoint	2	-1	1	0	0.1	0	0	0	0	0	0	594
524	神武天极塔-幽姬-朱雀印	fb_zhuqueyin_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
525	神武天极塔-幽姬-朱雀印受击	fb_zhuqueyin_attack_001	0	0	0	EffectPoint	0	2	1	0	0	0	0	0	0	3	0	269
526	神武天极塔-黑虎凶灵-旋风斩	boss_xionglingheihu_xuanfengzhan_001	0	0	0	EffectPoint	1	-1	1	0	1.2	0	0	0	0	0	0	-1
527	神武天极塔-黑虎凶灵-跳跃1	boss_xionglingheihu_dunpaimengji_001	0	0	0	EffectPoint	1	-1	1	0	1.3	0	0	0	0	3	0	-1
528	神武天极塔-黑虎凶灵-跳跃2	boss_xionglingheihu_dunpaimengji_002	1.3	0	0	EffectPoint	1	-1	1	0	1.3	0	0	0	0	3	0	-1
529	神武天极塔-燕虹-娇艳无双	boss_wanjianguizong_001	0.4	0	0	EffectPoint	0	-1	1	0	0.5	1.5	0	0	0	1.5	0	611
530	神武天极塔-燕虹-心如止水	tianyin_jn_songjing_02	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	618
531	法宝-乾坤轮回盘-释放	fb_xingpan_001	0.2	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	3	0	-1
532	法宝-乾坤轮回盘-禁食	buff_jinshi_001	0	0	0	HeadPoint	2	-1	1	0	0	0	0	0	0	0	0	-1
533	壁咚墙特效-start	Bidong_Wall_tx	0	0	0	EffectPoint	2	-1	0	0	0	0	0	0	0	2	0	-1
534	壁咚墙特效-loop	Bidong_Wall_tx01	0	0	0	EffectPoint	2	-1	0	0	0	0.92	0	0	0	0	0	-1
535	壁咚墙特效01-start	scene_bidongqiang_001	0	0	0	EffectPoint	2	-1	0	0	0.1	0.7	0	0	0	1	0	-1
536	烛龙之怒-龙炎1	boss_zhulong_longyan_001	0.5	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2.5	0	-1
537	烛龙之怒-龙炎2	boss_zhulong_longyan_002	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0.5	0	-1
538	烛龙之怒-龙息	boss_zhulong_longxi_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.2	0	621
539	烛龙之怒-龙吟1	boss_zhulong_longyin_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.6	0	-1
540	烛龙之怒-龙吟2	boss_zhulong_longyin_002	0.4	0	0	EffectPoint	0	-1	1	0	3	0	0	0	0	0.7	0	-1
541	烛龙之怒-龙吼	boss_huangniao_lieri_002	0.5	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0.5	0	-1
542	烛龙之怒-龙吼-受击	boss_tianbuyi_tenglongji_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1	0	623
543	聊天栏全屏伤心花特效	ui_shangxinhua_001	0	0	0	EffectPoint	0	-1	0	0	0	1.95	0	0	0	5	0	-1
544	斩龙剑-施法	fb_zhanlongjian_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.5	0	-1
545	斩龙剑-受击	fb_zhanlongjian_attack_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2	0	628
546	鱼人2-兽神之叹	boss_yuren_aoe_002	2.9	0	0	EffectPoint	0	-1	1	0	0.1	0.2	0	0	0	3	0	-1
547	白骨蛇妖_loop-兽神之叹	boss_baiseyaoshe_001	0	0	0	EffectPoint	0	-1	1	-1	0.1	0	0	0	0	0	0	-1
548	白骨蛇妖_end-兽神之叹	boss_baiseyaoshe_002	0.62	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	3	0	-1
549	草庙村-尸王-冰毒_loop	qingyun_shuanghanxuewu_003	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
550	草庙村-尸王-冰毒_end	boss_bingdushiwang_001	0.5	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
551	草庙村-尸王-蛊毒_loop	boss_qinwuyan_wanduyunhai_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
552	草庙村-尸王-冥毒_loop	boss_mingdushiwang_loop_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
553	草庙村-尸王-冥毒_end	boss_mingdushiwang_001	0	0	0	EffectPoint	0	-1	1	0	0	0.31	0	0	0	2	0	-1
554	草庙村-尸王-血毒_loop	boss_shixuepuzhi_shixue_001	0	0	0	EffectPoint	0	-1	1	0	0.872	0.407	0	0	0	0	0	-1
555	草庙村-尸王-血毒_end	boss_xuedushiwang_001	0.5	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
556	野外精英-火头陀1	boss_huotoutuo_huogong_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	3	0	-1
557	野外精英-火头陀2	boss_huotoutuo_huogong_002	1.55	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	3	0	-1
558	野外精英-蝠王1	boss_yewaiguai_juxing_001	0.5	0	0	EffectPoint	0	-1	1	0	1.34	-0.28	0	0	0	1	0	-1
559	野外精英-蝠王2	boss_yewaiguai_juxing_002	0	0	0	CenterPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
560	野外精英-狐王_loop	boss_zhulong_longyan_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
561	野外精英-狐王_end	boss_huangniao_lieri_002	0.2	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
562	梦境河阳-田灵儿-万千宠爱_start	boss_wanqianchongai_001	0.1	0	0	EffectPoint	0	-1	1	0	1	0.5	0	0	0	2	0	631
563	梦境河阳-田灵儿-万千宠爱_end	boss_tianshengyouwu_001	0.1	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2	0	639
564	炼血堂逆袭-林锋-财大气粗_start	boss_lixun_caidaqicu_003	0	0	0	EffectPoint	0	-1	1	0	0	0.31	0	0	0	2	0	-1
565	炼血堂逆袭-林锋-财大气粗_loop	boss_lixun_caidaqicu_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	415
566	炼血堂逆袭-年老大-惟我独尊_loop	boss_nianlaoda_weiwoduzun_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
567	炼血堂逆袭-年老大-唯我独尊_end	boss_nianlaoda_weiwoduzun_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
568	魔神降临-魔化鬼王-聚灵咒	boss_mohuaguiwang_julingzhou_001	0.4	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0	-1
569	魔神降临-魔化碧瑶-痴情血咒	boss_zhulong_longyan_002	0.3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0.5	0	-1
570	魔神降临-魔化陆雪琪-神剑御雷_start	qingyun_shenjianyulei_start002	0.1	0	0	EffectPoint	0	-1	1	0.5	3	0.2	0	0	0	1.3	0	-1
571	魔神降临-魔化陆雪琪-神剑御雷_loop	qingyun_shenjianyulei_loop001	0.2	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	-1
572	魔神降临-魔化陆雪琪-神剑御雷_end	qingyun_shenjianyulei_loop002	0	0	0	EffectPoint	0	-1	1	0	1	0.2	0	0	0	0	0	-1
573	魔神降临-魔化田灵儿-万千宠爱_start	boss_wanqianchongai_001	0.1	0	0	EffectPoint	0	-1	1	0	1	0.5	0	0	0	2	0	631
574	魔神降临-魔化田灵儿-万千宠爱_end	boss_tianshengyouwu_001	0.1	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2	0	639
575	魔神降临-魔化林惊羽-七劫斩龙诀_loop	boss_wanjianyi_loop_001	0	0	0	EffectPoint	1	-1	1	0.032	1.5	0.31	0	0	0	0	0	-1
576	魔神降临-魔化林惊羽-七劫斩龙诀_end	boss_wanjianyi_end_001	0.3	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0	-1
577	魔神降临-魔化道玄-诛仙剑阵_start	fb_zhuxianjian_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
