Id	Desc	LowLevel	PreMisID0	PreMisID1	PreMisID2	PreMisID3	PreMisID4	ProfessionID	IsLoop
1875	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1876	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1877	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1878	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1879	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1880	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1881	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1882	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1883	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1884	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1885	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1886	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1887	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1888	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1889	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1890	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1891	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1892	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1893	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1894	帮会环任务-杀副本怪-清剿余孽	1	-1	-1	-1	-1	-1	-1	1
1895	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1896	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1897	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1898	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1899	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1900	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1901	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1902	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1903	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1904	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1905	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1906	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1907	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1908	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1909	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1910	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1911	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1912	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1913	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1914	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1915	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1916	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1917	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1918	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1919	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1920	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1921	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1922	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1923	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1924	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1925	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1926	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1927	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1928	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1929	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1930	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1931	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1932	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1933	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1934	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1935	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1936	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1937	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1938	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1939	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1940	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1941	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1942	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1943	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1944	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1945	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1946	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1947	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1948	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1949	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1950	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1951	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1952	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1953	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1954	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1955	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1956	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1957	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1958	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1959	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1960	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1961	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1962	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1963	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1964	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1965	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1966	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1967	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1968	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1969	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1970	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1971	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1972	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1973	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1974	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1975	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1976	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1977	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1978	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1979	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1980	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1981	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1982	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1983	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1984	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1985	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1986	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1987	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1988	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1989	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1990	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1991	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1992	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1993	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1994	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1995	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1996	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1997	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1998	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
1999	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2000	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2001	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2002	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2003	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2004	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2005	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2006	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2007	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2008	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2009	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2010	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2011	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2012	帮会环任务-上交物品-上交物品	1	-1	-1	-1	-1	-1	-1	1
2013	小池镇-主线-38级任务	30	616	-1	-1	-1	-1	-1	0
2014	小池镇-主线-明日再战	30	2013	-1	-1	-1	-1	-1	0
2015	小池镇-主线-天工制作	30	566	-1	-1	-1	-1	-1	0
2016	小池镇-主线-宝石镶嵌	30	2015	-1	-1	-1	-1	-1	0
2017	小池镇-支线-法宝灌魔	35	-1	-1	-1	-1	-1	-1	0
2018	小池镇-支线-妖兽突袭	35	-1	-1	-1	-1	-1	-1	0
2019	流波山-支线-法宝血练	45	-1	-1	-1	-1	-1	-1	0
2020	流波山-支线-宠物升星	51	-1	-1	-1	-1	-1	-1	0
2021	流波山-支线-修真仙魔录	42	-1	-1	-1	-1	-1	-1	0
2022	小池镇-支线-环任务34级指引	34	-1	-1	-1	-1	-1	-1	0
2023	活动-支线-天帝宝库	36	-1	-1	-1	-1	-1	-1	0
2024	河阳城-隐藏-翻跟头（1）	1	-1	-1	-1	-1	-1	-1	0
2025	河阳城-隐藏-翻跟头（2）	1	2024	-1	-1	-1	-1	-1	0
2026	支线-纸伞一事	60	896	-1	-1	-1	-1	-1	0
2027	支线-好心野狗	60	2026	-1	-1	-1	-1	-1	0
2028	支线-姐妹情深	60	2027	-1	-1	-1	-1	-1	0
2029	支线-恩怨纠葛	60	2028	-1	-1	-1	-1	-1	0
2030	支线-清除路障	60	2029	-1	-1	-1	-1	-1	0
2031	支线-结伴而行	60	2030	-1	-1	-1	-1	-1	0
2032	支线-无奈包袱	60	2031	-1	-1	-1	-1	-1	0
2033	支线-新鲜事情	60	2032	-1	-1	-1	-1	-1	0
2034	支线-古旧石碑	60	2033	-1	-1	-1	-1	-1	0
2035	支线-落水毒王	60	2034	-1	-1	-1	-1	-1	0
2036	支线-控妖之笛	60	2035	-1	-1	-1	-1	-1	0
2037	支线-气煞我也	60	2036	-1	-1	-1	-1	-1	0
2038	支线-装模作样	60	2037	-1	-1	-1	-1	-1	0
2039	支线-无中生有	60	2038	-1	-1	-1	-1	-1	0
2040	支线-惊鸿一面	60	2039	-1	-1	-1	-1	-1	0
2041	支线-神农后裔	60	2040	-1	-1	-1	-1	-1	0
2042	支线-好多问题	60	2041	-1	-1	-1	-1	-1	0
2043	支线-回家的路	60	2042	-1	-1	-1	-1	-1	0
2044	支线-可耻贼众	60	2043	-1	-1	-1	-1	-1	0
2045	支线-萍水相逢	60	2044	-1	-1	-1	-1	-1	0
2046	时装活动-寻人-初来乍到	1	-1	-1	-1	-1	-1	-1	1
2047	时装活动-副本-勇闯秘境	1	-1	-1	-1	-1	-1	-1	1
2048	时装活动-杀怪-惩恶扬善	1	-1	-1	-1	-1	-1	-1	1
2049	主线-空桑山-偷懒弟子	30	408	-1	-1	-1	-1	-1	0
2050	主线-空桑山-飞扬跋扈	30	409	-1	-1	-1	-1	-1	0
2051	主线-空桑山-送人之物	30	2050	-1	-1	-1	-1	-1	0
2052	主线-空桑山-厚颜讨好	30	2051	-1	-1	-1	-1	-1	0
2053	主线-空桑山-美艳少妇	30	2052	-1	-1	-1	-1	-1	0
2054	主线-空桑山-呼来喝去	30	2053	-1	-1	-1	-1	-1	0
2055	流波山-主线-寻找大阵	39	943	-1	-1	-1	-1	-1	0
2056	流波山-主线-阵法碎片	39	2055	-1	-1	-1	-1	-1	0
2057	流波山-主线-回禀仙长	39	2056	-1	-1	-1	-1	-1	0
2058	流波山-主线-登高俯瞰	39	2057	-1	-1	-1	-1	-1	0
2059	流波山-主线-大阵之型	39	2058	-1	-1	-1	-1	-1	0
2060	流波山-主线-贪玩师妹	39	2059	-1	-1	-1	-1	-1	0
2061	支线-夫妻日常（1）	45	-1	-1	-1	-1	-1	-1	1
2062	支线-夫妻日常（2）	45	2061	-1	-1	-1	-1	-1	1
2063	支线-夫妻日常（3）	45	2062	-1	-1	-1	-1	-1	1
2064	支线-夫妻日常（4）	45	2063	-1	-1	-1	-1	-1	1
2065	支线-夫妻日常（5）	45	2064	-1	-1	-1	-1	-1	1
2066	毒蛇谷-主线-城主之托	100	1278	-1	-1	-1	-1	-1	0
2067	毒蛇谷-主线-蛇谷探秘	100	2066	-1	-1	-1	-1	-1	0
2068	毒蛇谷-主线-多疑弟子	100	2067	-1	-1	-1	-1	-1	0
2069	毒蛇谷-主线-失控僵尸	100	2068	-1	-1	-1	-1	-1	0
2070	毒蛇谷-主线-以身试毒	100	2069	-1	-1	-1	-1	-1	0
2071	毒蛇谷-主线-出手压制	100	2070	-1	-1	-1	-1	-1	0
2072	毒蛇谷-主线-以毒攻毒	100	2071	-1	-1	-1	-1	-1	0
2073	毒蛇谷-主线-万毒内幕	100	2072	-1	-1	-1	-1	-1	0
2074	毒蛇谷-主线-拜访范雄	100	2073	-1	-1	-1	-1	-1	0
2075	毒蛇谷-主线-野心初现	100	2074	-1	-1	-1	-1	-1	0
2076	毒蛇谷-主线-无牙毒蚁	100	2075	-1	-1	-1	-1	-1	0
2077	毒蛇谷-主线-探访苍松	100	2076	-1	-1	-1	-1	-1	0
2078	毒蛇谷-主线-枭雄之才	100	2077	-1	-1	-1	-1	-1	0
2079	毒蛇谷-主线-拜访无炎	100	2078	-1	-1	-1	-1	-1	0
2080	毒蛇谷-主线-醉心修炼	100	2079	-1	-1	-1	-1	-1	0
2081	毒蛇谷-主线-采集蛇胆	100	2080	-1	-1	-1	-1	-1	0
2082	毒蛇谷-主线-收集蚁巢	100	2081	-1	-1	-1	-1	-1	0
2083	毒蛇谷-主线-采集尸草	100	2082	-1	-1	-1	-1	-1	0
2084	毒蛇谷-主线-再访苍松	100	2083	-1	-1	-1	-1	-1	0
2085	毒蛇谷-主线-另生一计	100	2084	-1	-1	-1	-1	-1	0
2086	毒蛇谷-主线-离间师门	100	2085	-1	-1	-1	-1	-1	0
2087	毒蛇谷-主线-压制如山	100	2086	-1	-1	-1	-1	-1	0
2088	毒蛇谷-主线-逐步施计	100	2087	-1	-1	-1	-1	-1	0
2089	毒蛇谷-主线-挑拨无牙	100	2088	-1	-1	-1	-1	-1	0
2090	毒蛇谷-主线-最后一人	100	2089	-1	-1	-1	-1	-1	0
2091	毒蛇谷-主线-激怒范雄	100	2090	-1	-1	-1	-1	-1	0
2092	毒蛇谷-主线-印坛约战	100	2091	-1	-1	-1	-1	-1	0
2093	毒蛇谷-主线-诡计得逞	100	2092	-1	-1	-1	-1	-1	0
2094	毒蛇谷-主线-最后一步	100	2093	-1	-1	-1	-1	-1	0
2095	毒蛇谷-主线-守株待兔	100	2094	-1	-1	-1	-1	-1	0
2096	毒蛇谷-主线-七彩蜈蚣	100	2095	-1	-1	-1	-1	-1	0
2097	毒蛇谷-主线-毒神线索	100	2096	-1	-1	-1	-1	-1	0
2098	蛮荒-主线-初探蛮荒	110	2097	-1	-1	-1	-1	-1	0
2099	蛮荒-主线-熟悉身影	110	2098	-1	-1	-1	-1	-1	0
2100	蛮荒-主线-仙途遇阻	110	2099	-1	-1	-1	-1	-1	0
2101	蛮荒-主线-瓶儿求助	110	2100	-1	-1	-1	-1	-1	0
2102	蛮荒-主线-巨人头骨	110	2101	-1	-1	-1	-1	-1	0
2103	蛮荒-主线-锋利钳颚	110	2102	-1	-1	-1	-1	-1	0
2104	蛮荒-主线-疗伤草药	110	2103	-1	-1	-1	-1	-1	0
2105	蛮荒-主线-守卫令牌	110	2104	-1	-1	-1	-1	-1	0
2106	蛮荒-主线-一探圣殿	110	2105	-1	-1	-1	-1	-1	0
2107	蛮荒-主线-初见五老	110	2106	-1	-1	-1	-1	-1	0
2108	蛮荒-主线-瓶儿之惑	110	2107	-1	-1	-1	-1	-1	0
2109	蛮荒-主线-有意为难	110	2108	-1	-1	-1	-1	-1	0
2110	蛮荒-主线-再访长老	110	2109	-1	-1	-1	-1	-1	0
2111	蛮荒-主线-无能为力	110	2110	-1	-1	-1	-1	-1	0
2112	蛮荒-主线-赶走盗贼	110	2111	-1	-1	-1	-1	-1	0
2113	蛮荒-主线-寻回地图	110	2112	-1	-1	-1	-1	-1	0
2114	蛮荒-主线-击杀巨人	110	2113	-1	-1	-1	-1	-1	0
2115	蛮荒-主线-口气松动	110	2114	-1	-1	-1	-1	-1	0
2116	蛮荒-主线-长老呼唤	110	2115	-1	-1	-1	-1	-1	0
2117	蛮荒-主线-长老内乱	110	2116	-1	-1	-1	-1	-1	0
2118	蛮荒-主线-清除害虫	110	2117	-1	-1	-1	-1	-1	0
2119	蛮荒-主线-劝说老三	110	2118	-1	-1	-1	-1	-1	0
2120	蛮荒-主线-武力征服	110	2119	-1	-1	-1	-1	-1	0
2121	蛮荒-主线-表明心迹	110	2120	-1	-1	-1	-1	-1	0
2122	蛮荒-主线-劝说老四	110	2121	-1	-1	-1	-1	-1	0
2123	蛮荒-主线-信诺守誓	110	2122	-1	-1	-1	-1	-1	0
2124	蛮荒-主线-劝说老五	110	2123	-1	-1	-1	-1	-1	0
2125	蛮荒-主线-旧恶难忘	110	2124	-1	-1	-1	-1	-1	0
2126	蛮荒-主线-天书残卷	110	2125	-1	-1	-1	-1	-1	0
2127	蛮荒-主线-幸不辱命	110	2126	-1	-1	-1	-1	-1	0
2128	蛮荒-主线-昆仑异宝	110	2127	-1	-1	-1	-1	-1	0
2129	空桑山-主线-悬空浮岛	30	391	-1	-1	-1	-1	-1	0
2130	主线-青云升级30级	1	2264	-1	-1	-1	-1	0	0
2131	主线-鬼王升级30级	1	2276	-1	-1	-1	-1	2	0
2132	主线-天音升级30级	1	2270	-1	-1	-1	-1	1	0
2133	主线-合欢升级30级	1	2282	-1	-1	-1	-1	3	0
2134	支线-27级开放帮派任务指引	27	-1	-1	-1	-1	-1	-1	0
2135	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2136	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2137	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2138	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2139	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2140	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2141	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2142	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2143	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2144	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2145	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2146	帮会环任务-寻人-寻访故人	1	-1	-1	-1	-1	-1	-1	1
2147	帮会环任务-杀怪-为民除害	1	-1	-1	-1	-1	-1	-1	1
2148	帮会环任务-杀怪-为民除害	1	-1	-1	-1	-1	-1	-1	1
2149	帮会环任务-杀怪-为民除害	1	-1	-1	-1	-1	-1	-1	1
2150	帮会环任务-杀怪-为民除害	1	-1	-1	-1	-1	-1	-1	1
2151	帮会环任务-杀怪-为民除害	1	-1	-1	-1	-1	-1	-1	1
2152	帮会环任务-杀怪-为民除害	1	-1	-1	-1	-1	-1	-1	1
2153	帮会环任务-杀怪-为民除害	1	-1	-1	-1	-1	-1	-1	1
2154	帮会环任务-杀怪-为民除害	1	-1	-1	-1	-1	-1	-1	1
2155	帮会环任务-杀精英怪-妖孽作祟	1	-1	-1	-1	-1	-1	-1	1
2156	帮会环任务-杀精英怪-妖孽作祟	1	-1	-1	-1	-1	-1	-1	1
2157	帮会环任务-杀精英怪-妖孽作祟	1	-1	-1	-1	-1	-1	-1	1
2158	帮会环任务-杀精英怪-妖孽作祟	1	-1	-1	-1	-1	-1	-1	1
2159	帮会环任务-杀精英怪-妖孽作祟	1	-1	-1	-1	-1	-1	-1	1
2160	帮会环任务-杀精英怪-妖孽作祟	1	-1	-1	-1	-1	-1	-1	1
2161	鬼王支线-幽姬传唤	21	-1	-1	-1	-1	-1	2	0
2162	夫妻-进阶-翡翠婚	45	1225	-1	-1	-1	-1	-1	0
2163	夫妻-进阶-翡翠婚	45	2164	-1	-1	-1	-1	-1	0
2164	夫妻-进阶-翡翠婚	45	2162	-1	-1	-1	-1	-1	0
2165	夫妻-进阶-钻石婚	45	2163	-1	-1	-1	-1	-1	0
2166	夫妻-进阶-钻石婚	45	2167	-1	-1	-1	-1	-1	0
2167	夫妻-进阶-钻石婚	45	2165	-1	-1	-1	-1	-1	0
2168	夫妻-进阶-白金婚	45	2166	-1	-1	-1	-1	-1	0
2169	夫妻-进阶-白金婚	45	2170	-1	-1	-1	-1	-1	0
2170	夫妻-进阶-白金婚	45	2168	-1	-1	-1	-1	-1	0
2171	主线-掩人耳目	1	181	-1	-1	-1	-1	3	0
2172	流波山-主线-升50级	40	977	-1	-1	-1	-1	-1	0
2173	流波山-主线-明日再战（第5天）	50	2179	-1	-1	-1	-1	-1	0
2174	青云大王村-主线-升60级	50	828	-1	-1	-1	-1	0	0
2175	天音大王村-主线-升60级	50	829	-1	-1	-1	-1	1	0
2176	鬼王大王村-主线-升60级	50	830	-1	-1	-1	-1	2	0
2177	合欢大王村-主线-升60级	50	831	-1	-1	-1	-1	3	0
2178	流波山-主线-升40级	30	2014	-1	-1	-1	-1	-1	0
2179	流波山-主线-升50级提示	40	2172	-1	-1	-1	-1	-1	0
2180	青云大王村-主线-明日再战（第6天）	50	2174	-1	-1	-1	-1	0	0
2181	天音大王村-主线-明日再战（第6天）	50	2175	-1	-1	-1	-1	1	0
2182	鬼王大王村-主线-明日再战（第6天）	50	2176	-1	-1	-1	-1	2	0
2183	合欢大王村-主线-明日再战（第6天）	50	2177	-1	-1	-1	-1	3	0
2184	青云大王村-主线-升58级	50	2180	-1	-1	-1	-1	0	0
2185	天音大王村-主线-升58级	50	2181	-1	-1	-1	-1	1	0
2186	鬼王大王村-主线-升58级	50	2182	-1	-1	-1	-1	2	0
2187	合欢大王村-主线-升58级	50	2183	-1	-1	-1	-1	3	0
2188	青云大王村-主线-升60级提示	50	2193	-1	-1	-1	-1	0	0
2189	天音大王村-主线-升60级提示	50	2194	-1	-1	-1	-1	1	0
2190	鬼王大王村-主线-升60级提示	50	2195	-1	-1	-1	-1	2	0
2191	合欢大王村-主线-升60级提示	50	2196	-1	-1	-1	-1	3	0
2192	死亡沼泽-主线-主线断档提示	60	895	-1	-1	-1	-1	-1	0
2193	青云大王村-主线-明日再战（第7天）	50	2184	-1	-1	-1	-1	0	0
2194	天音大王村-主线-明日再战（第7天）	50	2185	-1	-1	-1	-1	1	0
2195	鬼王大王村-主线-明日再战（第7天）	50	2186	-1	-1	-1	-1	2	0
2196	合欢大王村-主线-明日再战（第7天）	50	2187	-1	-1	-1	-1	3	0
2197	隐藏任务-翻跟头2-半许相思（1）	40	-1	-1	-1	-1	-1	-1	0
2198	隐藏任务-翻跟头2-半许相思（2）	40	2197	-1	-1	-1	-1	-1	0
2199	隐藏任务-翻跟头3-白衣少侠（1）	50	-1	-1	-1	-1	-1	-1	0
2200	隐藏任务-翻跟头3-白衣少侠（2）	50	2199	-1	-1	-1	-1	-1	0
2201	隐藏任务-翻跟头3-财迷心窍（1）	40	-1	-1	-1	-1	-1	-1	0
2202	隐藏任务-翻跟头3-财迷心窍（2）	40	2201	-1	-1	-1	-1	-1	0
2203	帮派环-采集-天行者-青云	1	-1	-1	-1	-1	-1	-1	1
2204	帮派环-采集-天行者-天音	1	-1	-1	-1	-1	-1	-1	1
2205	帮派环-采集-天行者-鬼王	1	-1	-1	-1	-1	-1	-1	1
2206	帮派环-采集-天行者-合欢	1	-1	-1	-1	-1	-1	-1	1
2207	帮派环-杀怪-云游天将	1	-1	-1	-1	-1	-1	-1	1
2208	隐藏任务-小凡踪迹（1）	10	-1	-1	-1	-1	-1	-1	0
2209	隐藏任务-小凡踪迹（2）	10	2208	-1	-1	-1	-1	-1	0
2210	隐藏任务-小凡踪迹（3）	10	2209	-1	-1	-1	-1	-1	0
2211	隐藏任务-小凡踪迹（4）	10	2210	-1	-1	-1	-1	-1	0
