Id	Desc	Combat1	Combat2	Combat3	Combat4	Combat5	Combat6	Combat7	Combat8	Combat9	Combat10	Combat11	Combat12	Combat13	Combat14	Combat15	Combat16	Combat17	Combat18	Combat19	Combat20	Combat21	Combat22	Combat23	Combat24	Combat25	Combat26	Combat27	Combat28	Combat29	Combat30	Combat31	Combat32	Combat33	Combat34	Combat35	Combat36	Combat37	Combat38	Combat39	Combat40	Combat41	Combat42	Combat43	Combat44	Combat45	Combat46	Combat47	Combat48	Combat49	Combat50	Combat51	Combat52	Combat53	Combat54	Combat55	Combat56	Combat57	Combat58	Combat59	Combat60
136	等级对应战力-等级136	2284400	2338100	-1	2284400	2338100	-1	2284400	2338100	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
137	等级对应战力-等级137	2331700	2388800	-1	2331700	2388800	-1	2331700	2388800	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
138	等级对应战力-等级138	2379000	2439500	-1	2379000	2439500	-1	2379000	2439500	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
139	等级对应战力-等级139	2426300	2490300	-1	2426300	2490300	-1	2426300	2490300	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
140	等级对应战力-等级140	2474200	2541500	-1	2474200	2541500	-1	2474200	2541500	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
141	等级对应战力-等级141	2500300	2568000	-1	2500300	2568000	-1	2500300	2568000	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
142	等级对应战力-等级142	2526400	2594500	-1	2526400	2594500	-1	2526400	2594500	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
143	等级对应战力-等级143	2552400	2621000	-1	2552400	2621000	-1	2552400	2621000	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
144	等级对应战力-等级144	2578500	2647500	-1	2578500	2647500	-1	2578500	2647500	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
145	等级对应战力-等级145	2604600	2674000	-1	2604600	2674000	-1	2604600	2674000	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
146	等级对应战力-等级146	2630700	2700600	-1	2630700	2700600	-1	2630700	2700600	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
147	等级对应战力-等级147	2656800	2727100	-1	2656800	2727100	-1	2656800	2727100	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
148	等级对应战力-等级148	2682900	2753600	-1	2682900	2753600	-1	2682900	2753600	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
149	等级对应战力-等级149	2709000	2780100	-1	2709000	2780100	-1	2709000	2780100	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
150	等级对应战力-等级150	2735900	2807600	-1	2735900	2807600	-1	2735900	2807600	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
151	等级对应战力-等级151	2641600	2712400	3179200	2641600	2712400	-1	2641600	2712400	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
152	等级对应战力-等级152	2649400	2719800	3181700	2649400	2719800	-1	2649400	2719800	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
153	等级对应战力-等级153	2657300	2727200	3184200	2657300	2727200	-1	2657300	2727200	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
154	等级对应战力-等级154	2665100	2734600	3186800	2665100	2734600	-1	2665100	2734600	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
155	等级对应战力-等级155	2672900	2742000	3189200	2672900	2742000	-1	2672900	2742000	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
156	等级对应战力-等级156	2680800	2749400	3191700	2680800	2749400	-1	2680800	2749400	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
157	等级对应战力-等级157	2688600	2756800	3194300	2688600	2756800	-1	2688600	2756800	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
158	等级对应战力-等级158	2696400	2764200	3196700	2696400	2764200	-1	2696400	2764200	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
159	等级对应战力-等级159	2704300	2771600	3199200	2704300	2771600	-1	2704300	2771600	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
160	等级对应战力-等级160	2712100	2778900	3201700	2712100	2778900	-1	2712100	2778900	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
161	等级对应战力-等级161	2720600	2787000	3204900	2720600	2787000	-1	2720600	2787000	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
162	等级对应战力-等级162	2735100	2804200	3221800	2735100	2804200	-1	2735100	2804200	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
163	等级对应战力-等级163	2749700	2821400	3238800	2749700	2821400	-1	2749700	2821400	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
164	等级对应战力-等级164	2764300	2838600	3255700	2764300	2838600	-1	2764300	2838600	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
165	等级对应战力-等级165	2778800	2855700	3272600	2778800	2855700	-1	2778800	2855700	-1	2345900	3564200	-1	-1	-1	2969000	4631000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
166	等级对应战力-等级166	2793400	2872900	3289500	2793400	2872900	-1	2793400	2872900	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
167	等级对应战力-等级167	2808000	2890100	3306400	2808000	2890100	-1	2808000	2890100	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
168	等级对应战力-等级168	2822600	2907300	3323400	2822600	2907300	-1	2822600	2907300	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
169	等级对应战力-等级169	2837100	2924500	3340300	2837100	2924500	-1	2837100	2924500	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
170	等级对应战力-等级170	2851700	2941700	3357300	2851700	2941700	-1	2851700	2941700	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
171	等级对应战力-等级171	2866800	2959800	3374800	2866800	2959800	-1	2866800	2959800	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
172	等级对应战力-等级172	2876000	2967500	3382600	2876000	2967500	-1	2876000	2967500	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
173	等级对应战力-等级173	2885300	2975300	3390400	2885300	2975300	-1	2885300	2975300	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
174	等级对应战力-等级174	2894500	2983000	3398300	2894500	2983000	-1	2894500	2983000	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
175	等级对应战力-等级175	2903700	2990800	3406100	2903700	2990800	-1	2903700	2990800	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
176	等级对应战力-等级176	2912900	2998500	3413900	2912900	2998500	-1	2912900	2998500	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
177	等级对应战力-等级177	2922200	3006300	3421700	2922200	3006300	-1	2922200	3006300	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
178	等级对应战力-等级178	2931400	3014000	3429600	2931400	3014000	-1	2931400	3014000	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
179	等级对应战力-等级179	2940600	3021800	3437400	2940600	3021800	-1	2940600	3021800	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
180	等级对应战力-等级180	2949800	3029500	3445200	2949800	3029500	-1	2949800	3029500	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
181	等级对应战力-等级181	2959300	3037500	3453300	2959300	3037500	3453300	2959300	3037500	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
182	等级对应战力-等级182	2974400	3053900	3470100	2974400	3053900	3470100	2974400	3053900	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
183	等级对应战力-等级183	2989400	3070200	3486900	2989400	3070200	3486900	2989400	3070200	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
184	等级对应战力-等级184	3004400	3086600	3503600	3004400	3086600	3503600	3004400	3086600	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
185	等级对应战力-等级185	3019500	3103000	3520400	3019500	3103000	3520400	3019500	3103000	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
186	等级对应战力-等级186	3034500	3119400	3537100	3034500	3119400	3537100	3034500	3119400	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
187	等级对应战力-等级187	3049500	3135700	3553900	3049500	3135700	3553900	3049500	3135700	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
188	等级对应战力-等级188	3064500	3152100	3570600	3064500	3152100	3570600	3064500	3152100	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
189	等级对应战力-等级189	3079600	3168500	3587400	3079600	3168500	3587400	3079600	3168500	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
190	等级对应战力-等级190	3094600	3184900	3604200	3094600	3184900	3604200	3094600	3184900	-1	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
191	等级对应战力-等级191	3110400	3201900	3621500	3110400	3201900	3621500	3110400	3201900	3621500	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
192	等级对应战力-等级192	3122900	3212700	3631500	3122900	3212700	3631500	3122900	3212700	3631500	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
193	等级对应战力-等级193	3135500	3223500	3641500	3135500	3223500	3641500	3135500	3223500	3641500	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
194	等级对应战力-等级194	3148100	3234200	3651500	3148100	3234200	3651500	3148100	3234200	3651500	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
195	等级对应战力-等级195	3160700	3245000	3661400	3160700	3245000	3661400	3160700	3245000	3661400	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
196	等级对应战力-等级196	3173300	3255700	3671400	3173300	3255700	3671400	3173300	3255700	3671400	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
197	等级对应战力-等级197	3185900	3266500	3681400	3185900	3266500	3681400	3185900	3266500	3681400	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
198	等级对应战力-等级198	3198400	3277200	3691400	3198400	3277200	3691400	3198400	3277200	3691400	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
199	等级对应战力-等级199	3211100	3288000	3701300	3211100	3288000	3701300	3211100	3288000	3701300	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
200	等级对应战力-等级200	3223600	3298700	3711300	3223600	3298700	3711300	3223600	3298700	3711300	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
201	等级对应战力-等级201	3236900	3309900	3721800	3236900	3309900	3721800	3236900	3309900	3721800	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
