Id	Name	Name	Title	ResPath	CommonAnimPath	AnimPath	HeadPic	HalfFakeOjbID	HeadInfoHeight	DamageBoardHeight	Scale	DeadSound01	DeadSound02	DeadSound03	DeadEffectId	SpecialStandAnimId	SpecialRunAnimId	SpecialDeadAnimId	AttackSoundRate	AttcackSoundId	HitSoundRate	HitSoundId	ModelType	EffectScale	OffsetX	OffsetY	OffsetZ	ColliderRadius	ColliderHeight	NpcAttack1SoundId	NpcAttack2SoundId
730	职业散仙-天音男70级	主角：鬼王	主角	Zy_tianyinnan_070_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
731	职业散仙-天音女70级	主角：鬼王	主角	Zy_tianyinnv_070_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
732	职业散仙-鬼王男70级	主角：天音	主角	Zy_guiwangnan_070_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
733	职业散仙-鬼王女70级	主角：天音	主角	Zy_guiwangnv_070_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
734	职业散仙-合欢男70级	主角：合欢	主角	Zy_hehuannan_070_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
735	职业散仙-合欢女70级	主角：合欢	主角	Zy_hehuannv_070_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
736	职业散仙-青云男100级	主角：青云	主角	Zy_qingyunnan_100_2		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
737	职业散仙-青云女100级	主角：青云	主角	Zy_qingyunnv_100_2		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
738	职业散仙-天音男100级	主角：鬼王	主角	Zy_tianyinnan_100_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
739	职业散仙-天音女100级	主角：鬼王	主角	Zy_tianyinnv_100_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
740	职业散仙-鬼王男100级	主角：天音	主角	Zy_guiwangnan_100_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
741	职业散仙-鬼王女100级	主角：天音	主角	Zy_guiwangnv_100_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
742	职业散仙-合欢男100级	主角：合欢	主角	Zy_hehuannan_100_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
743	职业散仙-合欢女100级	主角：合欢	主角	Zy_hehuannv_100_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
744	职业散仙-青云男130级	主角：青云	主角	Zy_qingyunnan_130_2		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
745	职业散仙-青云女130级	主角：青云	主角	Zy_qingyunnv_130_2		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
746	职业散仙-天音男130级	主角：鬼王	主角	Zy_tianyinnan_130_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
747	职业散仙-天音女130级	主角：鬼王	主角	Zy_tianyinnv_130_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
748	职业散仙-鬼王男130级	主角：天音	主角	Zy_guiwangnan_130_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
749	职业散仙-鬼王女130级	主角：天音	主角	Zy_guiwangnv_130_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
750	职业散仙-合欢男130级	主角：合欢	主角	Zy_hehuannan_130_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
751	职业散仙-合欢女130级	主角：合欢	主角	Zy_hehuannv_130_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
752	职业散仙-青云男150级	主角：青云	主角	Zy_qingyunnan_150_2		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
753	职业散仙-青云女150级	主角：青云	主角	Zy_qingyunnv_150_2		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
754	职业散仙-天音男150级	主角：鬼王	主角	Zy_tianyinnan_150_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
755	职业散仙-天音女150级	主角：鬼王	主角	Zy_tianyinnv_150_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
756	职业散仙-鬼王男150级	主角：天音	主角	Zy_guiwangnan_150_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
757	职业散仙-鬼王女150级	主角：天音	主角	Zy_guiwangnv_150_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
758	职业散仙-合欢男150级	主角：合欢	主角	Zy_hehuannan_150_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
759	职业散仙-合欢女150级	主角：合欢	主角	Zy_hehuannv_150_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
760	职业散仙-青云男转135级	主角：青云	主角	Zy_qingyunnan_135_2		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
761	职业散仙-青云女转135级	主角：青云	主角	Zy_qingyunnv_135_2		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
762	职业散仙-天音男转135级	主角：鬼王	主角	Zy_tianyinnan_135_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
763	职业散仙-天音女转135级	主角：鬼王	主角	Zy_tianyinnv_135_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
764	职业散仙-鬼王男转135级	主角：天音	主角	Zy_guiwangnan_135_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
765	职业散仙-鬼王女转135级	主角：天音	主角	Zy_guiwangnv_135_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
766	职业散仙-合欢男转135级	主角：合欢	主角	Zy_hehuannan_135_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
767	职业散仙-合欢女转135级	主角：合欢	主角	Zy_hehuannv_135_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
768	职业散仙-青云男转145级	主角：青云	主角	Zy_qingyunnan_145_2		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
769	职业散仙-青云女转145级	主角：青云	主角	Zy_qingyunnv_145_2		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
770	职业散仙-天音男转145级	主角：鬼王	主角	Zy_tianyinnan_145_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
771	职业散仙-天音女转145级	主角：鬼王	主角	Zy_tianyinnv_145_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
772	职业散仙-鬼王男转145级	主角：天音	主角	Zy_guiwangnan_145_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
773	职业散仙-鬼王女转145级	主角：天音	主角	Zy_guiwangnv_145_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
774	职业散仙-合欢男转145级	主角：合欢	主角	Zy_hehuannan_145_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
775	职业散仙-合欢女转145级	主角：合欢	主角	Zy_hehuannv_145_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
776	职业散仙-青云男转155级	主角：青云	主角	Zy_qingyunnan_155_2		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
777	职业散仙-青云女转155级	主角：青云	主角	Zy_qingyunnv_155_2		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
778	职业散仙-天音男转155级	主角：鬼王	主角	Zy_tianyinnan_155_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
779	职业散仙-天音女转155级	主角：鬼王	主角	Zy_tianyinnv_155_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
780	职业散仙-鬼王男转155级	主角：天音	主角	Zy_guiwangnan_155_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
781	职业散仙-鬼王女转155级	主角：天音	主角	Zy_guiwangnv_155_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
782	职业散仙-合欢男转155级	主角：合欢	主角	Zy_hehuannan_155_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
783	职业散仙-合欢女转155级	主角：合欢	主角	Zy_hehuannv_155_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
784	职业真仙-青云男1级	主角：青云	主角	Sz_xinshouzhuangnan_1		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
785	职业真仙-青云女1级	主角：青云	主角	Sz_xinshouzhuangnv_1		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
786	职业真仙-天音男1级	主角：鬼王	主角	Zy_tianyinnan_001		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
787	职业真仙-天音女1级	主角：鬼王	主角	Zy_tianyinnv_001		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
788	职业真仙-鬼王男1级	主角：天音	主角	Zy_guiwangnan_001		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
789	职业真仙-鬼王女1级	主角：天音	主角	Zy_guiwangnv_001		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
790	职业真仙-合欢男1级	主角：合欢	主角	Zy_hehuannan_001		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
791	职业真仙-合欢女1级	主角：合欢	主角	Zy_hehuannv_001		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
792	职业真仙-青云男20级	主角：青云	主角	Zy_qingyunnan_020_2		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
793	职业真仙-青云女20级	主角：青云	主角	Zy_qingyunnv_020_2		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
794	职业真仙-天音男20级	主角：鬼王	主角	Zy_tianyinnan_020_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
795	职业真仙-天音女20级	主角：鬼王	主角	Zy_tianyinnv_020_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
796	职业真仙-鬼王男20级	主角：天音	主角	Zy_guiwangnan_020_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
797	职业真仙-鬼王女20级	主角：天音	主角	Zy_guiwangnv_020_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
798	职业真仙-合欢男20级	主角：合欢	主角	Zy_hehuannan_020_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
799	职业真仙-合欢女20级	主角：合欢	主角	Zy_hehuannv_020_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
800	职业真仙-青云男40级	主角：青云	主角	Zy_qingyunnan_040		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
801	职业真仙-青云女40级	主角：青云	主角	Zy_qingyunnv_040		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
802	职业真仙-天音男40级	主角：鬼王	主角	Zy_tianyinnan_040_2		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
803	职业真仙-天音女40级	主角：鬼王	主角	Zy_tianyinnv_040_2		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
804	职业真仙-鬼王男40级	主角：天音	主角	Zy_guiwangnan_040_2		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
805	职业真仙-鬼王女40级	主角：天音	主角	Zy_guiwangnv_040_2		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
806	职业真仙-合欢男40级	主角：合欢	主角	Zy_hehuannan_040_2		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
807	职业真仙-合欢女40级	主角：合欢	主角	Zy_hehuannv_040_2		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
808	职业真仙-青云男70级	主角：青云	主角	Zy_qingyunnan_070_3		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
809	职业真仙-青云女70级	主角：青云	主角	Zy_qingyunnv_070_3		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
810	职业真仙-天音男70级	主角：鬼王	主角	Zy_tianyinnan_070_3		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
811	职业真仙-天音女70级	主角：鬼王	主角	Zy_tianyinnv_070_3		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
812	职业真仙-鬼王男70级	主角：天音	主角	Zy_guiwangnan_070_3		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
813	职业真仙-鬼王女70级	主角：天音	主角	Zy_guiwangnv_070_3		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
814	职业真仙-合欢男70级	主角：合欢	主角	Zy_hehuannan_070_3		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
815	职业真仙-合欢女70级	主角：合欢	主角	Zy_hehuannv_070_3		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
816	职业真仙-青云男100级	主角：青云	主角	Zy_qingyunnan_100_3		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
817	职业真仙-青云女100级	主角：青云	主角	Zy_qingyunnv_100_3		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
818	职业真仙-天音男100级	主角：鬼王	主角	Zy_tianyinnan_100_3		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
819	职业真仙-天音女100级	主角：鬼王	主角	Zy_tianyinnv_100_3		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
820	职业真仙-鬼王男100级	主角：天音	主角	Zy_guiwangnan_100_3		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
821	职业真仙-鬼王女100级	主角：天音	主角	Zy_guiwangnv_100_3		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
822	职业真仙-合欢男100级	主角：合欢	主角	Zy_hehuannan_100_3		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
823	职业真仙-合欢女100级	主角：合欢	主角	Zy_hehuannv_100_3		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
824	职业真仙-青云男130级	主角：青云	主角	Zy_qingyunnan_130_3		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
825	职业真仙-青云女130级	主角：青云	主角	Zy_qingyunnv_130_3		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
826	职业真仙-天音男130级	主角：鬼王	主角	Zy_tianyinnan_130_3		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
827	职业真仙-天音女130级	主角：鬼王	主角	Zy_tianyinnv_130_3		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
828	职业真仙-鬼王男130级	主角：天音	主角	Zy_guiwangnan_130_3		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
829	职业真仙-鬼王女130级	主角：天音	主角	Zy_guiwangnv_130_3		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
830	职业真仙-合欢男130级	主角：合欢	主角	Zy_hehuannan_130_3		Animation/Player/Man/Hehuan	head-xiaoyao	50	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
831	职业真仙-合欢女130级	主角：合欢	主角	Zy_hehuannv_130_3		Animation/Player/Woman/Hehuan	head-xiaoyao	51	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
832	职业真仙-青云男150级	主角：青云	主角	Zy_qingyunnan_150_3		Animation/Player/Man/Qingyun	head-shaolin	44	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
833	职业真仙-青云女150级	主角：青云	主角	Zy_qingyunnv_150_3		Animation/Player/Woman/Qingyun	head-shaolin	45	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
834	职业真仙-天音男150级	主角：鬼王	主角	Zy_tianyinnan_150_3		Animation/Player/Man/Tianyin	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
835	职业真仙-天音女150级	主角：鬼王	主角	Zy_tianyinnv_150_3		Animation/Player/Woman/Tianyin	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
836	职业真仙-鬼王男150级	主角：天音	主角	Zy_guiwangnan_150_3		Animation/Player/Man/Guiwang	DaLiHead	46	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
837	职业真仙-鬼王女150级	主角：天音	主角	Zy_guiwangnv_150_3		Animation/Player/Woman/Guiwang	DaLiHead	47	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
